citypermid	year	icitypop	numdailies	circ	circ_polaff_R	circ_polaff_I	circ_polaff_D	circ_polaff_none	circ_exlast	circ_exnext	miss_circ	num_when_m	num_when_e	num_when_ad	num_when_miss	num_polaff_R	num_polaff_D	num_polaff_I	num_polaff_none	num_nonpol
1	1900	 	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
1	1920	17038	1	1618	0	0	1618	0	0	0	0	1	0	0	0	0	1	0	0	0
1	1924	18445.6612371134	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
1	1928	19658.5096318115	1	2200	0	0	2200	0	0	0	0	1	0	0	0	0	1	0	0	0
1	1932	20496.1559469809	1	5400	0	0	5400	0	0	5400	0	0	1	0	0	0	1	0	0	0
1	1936	21109.9538674521	1	3843	0	0	3843	0	3843	3843	0	0	1	0	0	0	1	0	0	0
1	1940	21983	1	4389	0	0	4389	0	4389	4389	0	0	1	0	0	0	1	0	0	0
1	1944	23386.2671870398	1	4484	0	0	4484	0	4484	4484	0	0	1	0	0	0	1	0	0	0
1	1948	24684.5387923417	1	5122	0	0	5122	0	5122	5122	0	0	1	0	0	0	1	0	0	0
1	1952	25050.4528895434	1	6160	0	0	6160	0	6160	6160	0	0	1	0	0	0	1	0	0	0
1	1956	24447.8953814433	1	5937	0	0	5937	0	5937	5937	0	0	1	0	0	0	1	0	0	0
1	1960	23632	1	5790	0	0	5790	0	5790	5790	0	0	1	0	0	0	1	0	0	0
1	1964	23229.7913814433	1	6619	0	0	6619	0	6619	6619	0	0	1	0	0	0	1	0	0	0
1	1968	23218.249460972	1	8204	0	0	8204	0	8204	8204	0	0	1	0	0	0	1	0	0	0
1	1972	23416.0965066274	1	9234	0	0	9234	0	9234	9234	0	0	1	0	0	0	1	0	0	0
1	1976	23739.885472754	1	10661	0	0	10661	0	10661	10661	0	0	1	0	0	0	1	0	0	0
1	1980	24204	1	12477	0	0	12477	0	12477	12477	0	0	1	0	0	0	1	0	0	0
1	1984	24794.8521531664	1	14819	0	0	14819	0	14819	14819	0	0	1	0	0	0	1	0	0	0
1	1988	25369.9536612666	1	15063	0	0	15063	0	15063	15063	0	0	1	0	0	0	1	0	0	0
1	1992	25760.5462032401	1	15800	0	0	15800	0	15800	15800	0	0	1	0	0	0	1	0	0	0
1	1996	25934.8372371134	1	14765	0	0	14765	0	14765	14765	0	0	1	0	0	0	1	0	0	0
1	2000	25998	1	13395	0	0	13395	0	13395	13395	0	0	1	0	0	0	1	0	0	0
1	2004	 	1	13400	0	0	13400	0	13400	0	0	0	1	0	0	0	1	0	0	0
2	1924	4696.9386185567	1	1210	1210	0	0	0	0	1210	0	0	1	0	0	1	0	0	0	0
2	1928	4502.17595876289	1	1416	1416	0	0	0	1416	1416	0	0	1	0	0	1	0	0	0	0
2	1932	4525.42140206186	2	3029	1444	1585	0	0	1444	3029	0	0	2	0	0	1	0	1	0	0
2	1936	4720.82950515464	2	3028	1532	1496	0	0	3028	3028	0	0	2	0	0	1	0	1	0	0
2	1940	4891	2	3240	1673	1567	0	0	3240	1673	0	0	2	0	0	1	0	1	0	0
2	1944	4872.43416494845	1	2656	2656	0	0	0	2656	2656	0	0	1	0	0	1	0	0	0	0
2	1948	4663.59682474227	1	3143	3143	0	0	0	3143	3143	0	0	1	0	0	1	0	0	0	0
2	1952	4305.74758762887	1	2837	2837	0	0	0	2837	2837	0	0	1	0	0	1	0	0	0	0
2	1956	3893.13569072165	1	3367	3367	0	0	0	3367	3367	0	0	1	0	0	1	0	0	0	0
2	1960	3573	1	3680	3680	0	0	0	3680	3680	0	0	1	0	0	1	0	0	0	0
2	1964	3476.79569072165	1	3543	3543	0	0	0	3543	3543	0	0	1	0	0	1	0	0	0	0
2	1968	3663.62758762887	1	3630	3630	0	0	0	3630	3630	0	0	1	0	0	1	0	0	0	0
2	1972	4165.43682474227	1	3605	3605	0	0	0	3605	3605	0	0	1	0	0	1	0	0	0	0
2	1976	4805.41416494845	1	3627	3627	0	0	0	3627	3627	0	0	1	0	0	1	0	0	0	0
2	1980	5198	1	2874	2874	0	0	0	2874	2874	0	0	1	0	0	1	0	0	0	0
2	1984	5078.39350515464	1	2643	2643	0	0	0	2643	2643	0	0	1	0	0	1	0	0	0	0
2	1988	4701.13340206186	1	2000	2000	0	0	0	2000	2000	0	0	1	0	0	1	0	0	0	0
2	1992	4439.92795876289	1	1452	1452	0	0	0	1452	1452	0	0	1	0	0	1	0	0	0	0
2	1996	4423.1826185567	1	1254	1254	0	0	0	1254	1254	0	0	1	0	0	1	0	0	0	0
2	2000	4534	1	1103	1103	0	0	0	1103	1103	0	0	1	0	0	1	0	0	0	0
2	2004	 	1	1103	1103	0	0	0	1103	0	0	0	1	0	0	1	0	0	0	0
4	1888	 	2	1414	1414	0	0	0	0	1414	1	0	2	0	0	2	0	0	0	0
4	1892	3533.06571813592	1	418	418	0	0	0	418	418	0	0	1	0	0	1	0	0	0	0
4	1896	3752.53143627184	2	424	424	0	0	0	424	424	1	0	2	0	0	2	0	0	0	0
4	1900	3466	2	1044	1044	0	0	0	444	1044	0	0	2	0	0	2	0	0	0	0
4	1904	2643.77540932039	2	1076	1076	0	0	0	1076	1076	0	0	2	0	0	2	0	0	0	0
4	1908	2486.70340932039	2	1127	1127	0	0	0	1127	1127	0	0	2	0	0	2	0	0	0	0
4	1912	4422.4954632233	2	1389	1389	0	0	0	1389	1389	0	0	2	0	0	2	0	0	0	0
4	1916	8021.15951712622	2	1695	1695	0	0	0	1695	1695	0	0	2	0	0	2	0	0	0	0
4	1920	10995	2	3472	3472	0	0	0	3472	1500	0	0	2	0	0	2	0	0	0	0
4	1924	11625.6671667573	1	4289	4289	0	0	0	4289	4289	0	0	1	0	0	1	0	0	0	0
4	1928	10795.2734486213	1	4485	4485	0	0	0	4485	4485	0	0	1	0	0	1	0	0	0	0
4	1932	9997.52676699031	1	4790	4790	0	0	0	4790	4790	0	0	1	0	0	1	0	0	0	0
4	1936	9840.17380349519	1	5370	5370	0	0	0	5370	5370	0	0	1	0	0	1	0	0	0	0
4	1940	10045	1	5140	5140	0	0	0	5140	5140	0	0	1	0	0	1	0	0	0	0
4	1944	10357.6049252814	1	5449	5449	0	0	0	5449	5449	0	0	1	0	0	1	0	0	0	0
4	1948	10772.9248713785	1	5193	5193	0	0	0	5193	5193	0	0	1	0	0	1	0	0	0	0
4	1952	11342.751274641	1	5567	5567	0	0	0	5567	5567	0	0	1	0	0	1	0	0	0	0
4	1956	11992.8577318064	1	5653	5653	0	0	0	5653	5653	0	0	1	0	0	1	0	0	0	0
4	1960	12523	1	6030	6030	0	0	0	6030	6030	0	0	1	0	0	1	0	0	0	0
4	1964	12748.8657871827	1	5348	5348	0	0	0	5348	5348	0	0	1	0	0	1	0	0	0	0
4	1968	12571.7867506778	1	5863	5863	0	0	0	5863	5863	0	0	1	0	0	1	0	0	0	0
4	1972	11927.7830779839	1	5797	5797	0	0	0	5797	5797	0	0	1	0	0	1	0	0	0	0
4	1976	11058.2584417949	1	5918	5918	0	0	0	5918	5918	0	0	1	0	0	1	0	0	0	0
4	1980	10510	1	5621	5621	0	0	0	5621	5621	0	0	1	0	0	1	0	0	0	0
4	1984	10669.2280952757	1	5932	5932	0	0	0	5932	5932	0	0	1	0	0	1	0	0	0	0
4	1988	11226.7856381103	1	5468	5468	0	0	0	5468	5468	0	0	1	0	0	1	0	0	0	0
4	1992	11712.4518171338	1	4200	4200	0	0	0	4200	4200	0	0	1	0	0	1	0	0	0	0
4	1996	11949.9604533228	1	4131	4131	0	0	0	4131	4131	0	0	1	0	0	1	0	0	0	0
4	2000	12057	1	3950	3950	0	0	0	3950	3950	0	0	1	0	0	1	0	0	0	0
4	2004	 	1	3396	3396	0	0	0	3396	0	0	0	1	0	0	1	0	0	0	0
5	1884	 	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
5	1892	6698.27515218138	1	1500	1500	0	0	0	0	1500	0	0	1	0	0	1	0	0	0	0
5	1896	6774.75030436276	1	2300	2300	0	0	0	2300	2300	0	0	1	0	0	1	0	0	0	0
5	1900	7253	1	2200	2200	0	0	0	2200	2200	0	0	1	0	0	1	0	0	0	0
5	1904	8247.1362390931	1	2200	2200	0	0	0	2200	2200	0	0	1	0	0	1	0	0	0	0
5	1908	9256.32023909309	1	2200	2200	0	0	0	2200	2200	0	0	1	0	0	1	0	0	0	0
5	1912	9653.25236963243	1	1250	1250	0	0	0	1250	1250	0	0	1	0	0	1	0	0	0	0
5	1916	9438.00050017176	1	1500	1500	0	0	0	1500	1500	0	0	1	0	0	1	0	0	0	0
5	1920	9238	1	1615	1615	0	0	0	1615	1615	0	0	1	0	0	1	0	0	0	0
5	1924	9522.08965166609	1	2040	2040	0	0	0	2040	2040	0	0	1	0	0	1	0	0	0	0
5	1928	10015.6144994847	1	2200	2200	0	0	0	2200	2200	0	0	1	0	0	1	0	0	0	0
5	1932	10275.7380226726	1	2350	2350	0	0	0	2350	2350	0	0	1	0	0	1	0	0	0	0
5	1936	10266.5366980419	1	2450	2450	0	0	0	2450	2450	0	0	1	0	0	1	0	0	0	0
5	1940	10359	1	2750	2750	0	0	0	2750	2750	0	0	1	0	0	1	0	0	0	0
5	1944	10849.6708842322	1	3490	3490	0	0	0	3490	3490	0	0	1	0	0	1	0	0	0	0
5	1948	11666.5387536929	1	3500	3500	0	0	0	3500	3500	0	0	1	0	0	1	0	0	0	0
5	1952	12648.2079477843	1	4000	4000	0	0	0	4000	4000	0	0	1	0	0	1	0	0	0	0
5	1956	13696.609272415	1	3800	3800	0	0	0	3800	3800	0	0	1	0	0	1	0	0	0	0
5	1960	14777	1	3898	3898	0	0	0	3898	3898	0	0	1	0	0	1	0	0	0	0
5	1964	 	1	4185	4185	0	0	0	4185	4185	0	0	1	0	0	1	0	0	0	0
5	1968	 	1	4628	4628	0	0	0	4628	0	0	0	1	0	0	1	0	0	0	0
6	1904	5541.98415427318	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
6	1908	5686.35784651987	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
6	1912	5754.92892246689	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
6	1916	5743.12630616723	1	1700	0	0	1700	0	0	1700	0	0	1	0	0	0	1	0	0	0
6	1920	5679	1	2250	0	0	2250	0	2250	2250	0	0	1	0	0	0	1	0	0	0
6	1924	5592.0084659917	1	2489	0	0	2489	0	2489	2489	0	0	1	0	0	0	1	0	0	0
6	1928	5511.57077374501	1	3170	0	0	3170	0	3170	3170	0	0	1	0	0	0	1	0	0	0
6	1932	5466.52276105633	1	3009	0	0	3009	0	3009	3009	0	0	1	0	0	0	1	0	0	0
6	1936	5472.51244061434	1	2425	0	0	2425	0	2425	2425	0	0	1	0	0	0	1	0	0	0
6	1940	5532	1	2479	0	0	2479	0	2479	2479	0	0	1	0	0	0	1	0	0	0
6	1944	5664.84636961062	1	3010	0	0	3010	0	3010	3010	0	0	1	0	0	0	1	0	0	0
6	1948	5962.80898591028	1	3545	0	0	3545	0	3545	3545	0	0	1	0	0	0	1	0	0	0
6	1952	6525.95773232176	1	3990	0	0	3990	0	3990	3990	0	0	1	0	0	0	1	0	0	0
6	1956	7232.14386243358	1	4427	0	0	4427	0	4427	4427	0	0	1	0	0	0	1	0	0	0
6	1960	7737	1	4935	0	0	4935	0	4935	4935	0	0	1	0	0	0	1	0	0	0
6	1964	7808.35270855693	1	5163	0	0	5163	0	5163	5163	0	0	1	0	0	0	1	0	0	0
6	1968	7701.45102899892	1	5407	0	0	5407	0	5407	5407	0	0	1	0	0	0	1	0	0	0
6	1972	7780.05349144836	1	5830	0	0	5830	0	5830	5830	0	0	1	0	0	0	1	0	0	0
6	1976	8100.95763345581	1	6530	0	0	6530	0	6530	6530	0	0	1	0	0	0	1	0	0	0
6	1980	8414	1	6617	0	0	6617	0	6617	6617	0	0	1	0	0	0	1	0	0	0
6	1984	8520.18755018637	1	6276	0	0	6276	0	6276	6276	0	0	1	0	0	0	1	0	0	0
6	1988	8478.59342007455	1	6650	0	0	6650	0	6650	6650	0	0	1	0	0	0	1	0	0	0
6	1992	8409.91914795527	1	6600	0	0	6600	0	6600	6600	0	0	1	0	0	0	1	0	0	0
6	1996	8368.43900594782	1	6077	0	0	6077	0	6077	6077	0	0	1	0	0	0	1	0	0	0
6	2000	8342	1	5901	0	0	5901	0	5901	5901	0	0	1	0	0	0	1	0	0	0
6	2004	 	1	4470	0	0	4470	0	4470	0	0	0	1	0	0	0	1	0	0	0
7	1888	5888.54391085805	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
7	1892	6587.84281523658	1	1000	1000	0	0	0	0	1000	0	1	0	0	0	1	0	0	0	0
7	1896	7864.09903809144	3	2875	1525	1350	0	0	1525	2875	1	1	2	0	0	1	0	1	1	0
7	1900	9375	2	3134	1525	1609	0	0	3134	3134	0	1	1	0	0	1	0	1	0	0
7	1904	10814.412248773	2	3134	1525	1609	0	0	3134	3134	0	1	1	0	0	1	0	1	0	0
7	1908	12076.2255672493	3	7500	2500	5000	0	0	7500	7500	1	2	1	0	0	2	0	1	0	0
7	1912	13099.9033241701	3	9750	6000	3750	0	0	6250	9750	0	2	1	0	0	2	0	1	0	0
7	1916	13722.9677626146	3	9050	6150	2900	0	0	9050	6050	0	2	1	0	0	2	0	1	0	0
7	1920	13681	2	6575	3275	3300	0	0	6575	6575	0	1	1	0	0	1	0	1	0	0
7	1924	12877.4862534874	2	8547	5647	2900	0	0	8547	0	0	1	1	0	0	1	0	1	0	0
7	1928	11905.2620306326	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
7	1932	11501.1157231452	2	10090	10090	0	0	0	0	10090	0	1	1	0	0	2	0	0	0	0
7	1936	11748.9936385128	2	9905	9905	0	0	0	9905	9905	0	1	1	0	0	2	0	0	0	0
7	1940	12080	2	9297	9297	0	0	0	9297	0	0	1	1	0	0	2	0	0	0	0
7	1944	12034.1633000512	1	9143	0	9143	0	0	0	9143	0	1	0	0	0	0	0	1	0	0
7	1948	11700.7468616068	1	8986	0	8986	0	0	8986	8986	0	1	0	0	0	0	0	1	0	0
7	1952	11301.7327998633	1	8642	0	8642	0	0	8642	8642	0	1	0	0	0	0	0	1	0	0
7	1956	10953.5351765644	1	8731	0	8731	0	0	8731	8731	0	1	0	0	0	0	0	1	0	0
7	1960	10667	1	8383	0	8383	0	0	8383	8383	0	1	0	0	0	0	0	1	0	0
7	1964	10438.81594723	1	8995	0	8995	0	0	8995	8995	0	1	0	0	0	0	0	1	0	0
7	1968	10227.4020318624	1	10276	0	10276	0	0	10276	10276	0	1	0	0	0	0	0	1	0	0
7	1972	9982.47147494164	1	10195	0	10195	0	0	10195	10195	0	1	0	0	0	0	0	1	0	0
7	1976	9673.55483338837	1	11073	0	11073	0	0	11073	11073	0	1	0	0	0	0	0	1	0	0
7	1980	9290	1	12583	0	12583	0	0	12583	12583	0	1	0	0	0	0	0	1	0	0
7	1984	8844.13996116836	1	11114	0	11114	0	0	11114	11114	0	1	0	0	0	0	0	1	0	0
7	1988	8436.80158446735	1	10669	0	10669	0	0	10669	10669	0	1	0	0	0	0	0	1	0	0
7	1992	8186.51584931959	1	10829	0	10829	0	0	10829	10829	0	1	0	0	0	0	0	1	0	0
7	1996	8110.16849087286	1	10572	0	10572	0	0	10572	10572	0	1	0	0	0	0	0	1	0	0
7	2000	8123	1	10329	0	10329	0	0	10329	10329	0	1	0	0	0	0	0	1	0	0
7	2004	 	1	10459	0	10459	0	0	10459	0	0	1	0	0	0	0	0	1	0	0
9	1880	8418	2	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	0	0
9	1884	8334.72204527278	1	1236	1236	0	0	0	0	1236	0	0	1	0	0	1	0	0	0	0
9	1888	9760.59404527278	2	3180	3180	0	0	0	1500	3180	0	0	2	0	0	2	0	0	0	0
9	1892	14387.809118509	2	3125	3125	0	0	0	3125	3125	0	0	2	0	0	2	0	0	0	0
9	1896	21573.3521917452	3	4000	4000	0	0	0	4000	1650	1	0	3	0	0	3	0	0	0	0
9	1900	28339	2	6745	6745	0	0	0	3245	3245	0	0	2	0	0	2	0	0	0	0
9	1904	32441.7862157098	2	6161	6161	0	0	0	3245	6161	0	0	2	0	0	2	0	0	0	0
9	1908	34985.8954247644	2	9744	9744	0	0	0	9744	9744	0	0	2	0	0	2	0	0	0	0
9	1912	37850.3968681805	2	11500	11500	0	0	0	11500	11500	0	0	2	0	0	2	0	0	0	0
9	1916	41490.5891025421	2	15204	15204	0	0	0	15204	15204	0	0	2	0	0	2	0	0	0	0
9	1920	44938	2	21663	21663	0	0	0	21663	21663	0	0	2	0	0	2	0	0	0	0
9	1924	47338.4929746645	2	19843	19843	0	0	0	19843	12717	0	0	2	0	0	2	0	0	0	0
9	1928	48542.8859014283	1	16989	16989	0	0	0	16989	16989	0	0	1	0	0	1	0	0	0	0
9	1932	48597.3390360181	1	15479	15479	0	0	0	15479	15479	0	0	1	0	0	1	0	0	0	0
9	1936	47987.3992438441	1	15600	15600	0	0	0	15600	15600	0	0	1	0	0	1	0	0	0	0
9	1940	47638	1	17353	17353	0	0	0	17353	17353	0	0	1	0	0	1	0	0	0	0
9	1944	48156.179429593	1	19731	19731	0	0	0	19731	19731	0	0	1	0	0	1	0	0	0	0
9	1948	48800.9791952314	1	19752	19752	0	0	0	19752	19752	0	0	1	0	0	1	0	0	0	0
9	1952	48527.0376360727	1	21909	21909	0	0	0	21909	21909	0	0	1	0	0	1	0	0	0	0
9	1956	47038.6963112755	1	23066	23066	0	0	0	23066	23066	0	0	1	0	0	1	0	0	0	0
9	1960	44790	1	22846	22846	0	0	0	22846	22846	0	0	1	0	0	1	0	0	0	0
9	1964	42237.1070396379	1	22595	22595	0	0	0	22595	22595	0	0	1	0	0	1	0	0	0	0
9	1968	39714.2468318119	1	23270	23270	0	0	0	23270	23270	0	0	1	0	0	1	0	0	0	0
9	1972	37511.2278689994	1	22379	22379	0	0	0	22379	22379	0	0	1	0	0	1	0	0	0	0
9	1976	35597.2691140129	1	22481	22481	0	0	0	22481	22481	0	0	1	0	0	1	0	0	0	0
9	1980	33621	1	22550	22550	0	0	0	22550	22550	0	0	1	0	0	1	0	0	0	0
9	1984	31365.823125338	1	21683	21683	0	0	0	21683	21683	0	0	1	0	0	1	0	0	0	0
9	1988	29209.9884501352	1	20227	20227	0	0	0	20227	20227	0	0	1	0	0	1	0	0	0	0
9	1992	27662.0645299189	1	20554	20554	0	0	0	20554	20554	0	0	1	0	0	1	0	0	0	0
9	1996	26807.5752849053	1	20161	20161	0	0	0	20161	20161	0	0	1	0	0	1	0	0	0	0
9	2000	26309	1	18954	18954	0	0	0	18954	18954	0	0	1	0	0	1	0	0	0	0
9	2004	 	1	18275	18275	0	0	0	18275	0	0	0	1	0	0	1	0	0	0	0
10	1892	3234.44701620029	1	500	0	500	0	0	0	0	0	0	1	0	0	0	0	1	0	0
10	1896	3228.09403240059	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
10	1900	3266	1	500	0	500	0	0	0	500	0	0	1	0	0	0	0	1	0	0
10	1904	3367.23691899853	1	900	0	900	0	0	900	900	0	0	1	0	0	0	0	1	0	0
10	1908	3509.14091899853	1	900	0	900	0	0	900	900	0	0	1	0	0	0	0	1	0	0
10	1912	3659.03114580265	1	950	0	950	0	0	950	950	0	0	1	0	0	0	0	1	0	0
10	1916	3793.81737260677	1	1100	0	1100	0	0	1100	1100	0	0	1	0	0	0	0	1	0	0
10	1920	3900	1	1515	0	1515	0	0	1515	0	0	0	1	0	0	0	0	1	0	0
10	1924	3967.41089837997	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
10	1928	3997.53988217968	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
10	1932	3995.22902503682	1	2110	0	2110	0	0	0	2110	0	0	1	0	0	0	0	1	0	0
10	1936	3975.38918409426	1	1870	0	1870	0	0	1870	1870	0	0	1	0	0	0	0	1	0	0
10	1940	3963	1	2350	0	2350	0	0	2350	2350	0	0	1	0	0	0	0	1	0	0
10	1944	3974.29965832106	1	3275	0	3275	0	0	3275	3275	0	0	1	0	0	0	0	1	0	0
10	1948	3988.80943151694	1	3775	0	3775	0	0	3775	3775	0	0	1	0	0	0	0	1	0	0
10	1952	3977.80720471281	1	3810	0	3810	0	0	3810	3810	0	0	1	0	0	0	0	1	0	0
10	1956	3934.09520471281	1	3765	0	3765	0	0	3765	3765	0	0	1	0	0	0	0	1	0	0
10	1960	3872	1	3525	0	3525	0	0	3525	3525	0	0	1	0	0	0	0	1	0	0
10	1964	3804.44831811487	1	3000	0	3000	0	0	3000	3000	0	0	1	0	0	0	0	1	0	0
10	1968	3735.02415905744	1	2950	0	2950	0	0	2950	2950	0	0	1	0	0	0	0	1	0	0
10	1972	 	1	2630	0	2630	0	0	2630	2630	0	0	1	0	0	0	0	1	0	0
10	1976	 	1	3500	0	3500	0	0	3500	0	0	0	1	0	0	0	0	1	0	0
11	1876	4266.15118008941	1	757	757	0	0	0	0	757	0	0	1	0	0	1	0	0	0	0
11	1880	5305	1	800	800	0	0	0	800	800	0	0	1	0	0	1	0	0	0	0
11	1884	8418.15404977649	2	1975	975	1000	0	0	975	975	0	1	1	0	0	1	0	1	0	0
11	1888	11993.5780497765	2	2150	1150	1000	0	0	1150	2150	0	1	1	0	0	1	0	1	0	0
11	1892	13965.4683104023	2	4391	1591	2800	0	0	4391	4391	0	1	1	0	0	1	0	1	0	0
11	1896	14040.1345710282	2	4440	1640	2800	0	0	4440	4440	0	1	1	0	0	1	0	1	0	0
11	1900	13696	2	4151	1500	2651	0	0	4151	4151	0	1	1	0	0	1	0	1	0	0
11	1904	14129.3558769602	2	5203	1500	3703	0	0	5203	5203	0	1	1	0	0	1	0	1	0	0
11	1908	15099.7722869155	2	7736	1500	6236	0	0	7736	6236	0	1	1	0	0	1	0	1	0	0
11	1912	16025.1887555878	2	7256	0	7256	0	0	7256	7256	1	1	1	0	0	1	0	1	0	0
11	1916	16727.1888143049	2	7150	2000	5150	0	0	5150	7150	0	1	1	0	0	1	0	1	0	0
11	1920	17431	2	8053	1600	6453	0	0	8053	8053	0	1	1	0	0	1	0	1	0	0
11	1924	18292.2522276665	2	9564	2541	7023	0	0	9564	7023	0	1	1	0	0	1	0	1	0	0
11	1928	19117.9859670407	1	8404	0	8404	0	0	8404	8404	0	1	0	0	0	0	0	1	0	0
11	1932	19640.9982678274	2	13769	0	13769	0	0	8764	0	0	1	1	0	0	0	0	2	0	0
11	1936	19890.8768292399	2	12662	0	12662	0	0	0	7608	0	2	0	0	0	0	0	2	0	0
11	1940	20194	1	11401	0	11401	0	0	11401	11401	0	1	0	0	0	0	0	1	0	0
11	1944	20837.0233103714	1	14497	0	14497	0	0	14497	14497	0	1	0	0	0	0	0	1	0	0
11	1948	21896.0952516544	1	16354	0	16354	0	0	16354	16354	0	1	0	0	0	0	0	1	0	0
11	1952	23381.4509939957	1	19328	0	19328	0	0	19328	19328	0	1	0	0	0	0	0	1	0	0
11	1956	24997.734795054	1	22740	0	22740	0	0	22740	22740	0	1	0	0	0	0	0	1	0	0
11	1960	26144	1	22311	0	22311	0	0	22311	22311	0	1	0	0	0	0	0	1	0	0
11	1964	26361.6981175335	1	23623	0	23623	0	0	23623	23623	0	1	0	0	0	0	0	1	0	0
11	1968	25815.0195561209	1	25348	0	25348	0	0	25348	25348	0	1	0	0	0	0	0	1	0	0
11	1972	24823.3716481123	1	25592	0	25592	0	0	25592	25592	0	1	0	0	0	0	0	1	0	0
11	1976	23695.4023015162	1	28368	0	28368	0	0	28368	28368	0	1	0	0	0	0	0	1	0	0
11	1980	22729	1	30075	0	30075	0	0	30075	30075	0	1	0	0	0	0	0	1	0	0
11	1984	22148.5823350972	1	28849	0	28849	0	0	28849	28849	0	1	0	0	0	0	0	1	0	0
11	1988	21886.5545340389	1	28317	0	28317	0	0	28317	28317	0	1	0	0	0	0	0	1	0	0
11	1992	21804.3520795767	1	29980	0	29980	0	0	29980	29980	0	1	0	0	0	0	0	1	0	0
11	1996	21810.1774261728	1	28820	0	28820	0	0	28820	28820	0	1	0	0	0	0	0	1	0	0
11	2000	21859	1	26099	0	26099	0	0	26099	26099	0	1	0	0	0	0	0	1	0	0
11	2004	 	1	23868	0	23868	0	0	23868	0	0	1	0	0	0	0	0	1	0	0
12	1912	6471.0004427673	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
12	1916	6720.20088553459	1	703	0	0	703	0	0	703	0	0	1	0	0	0	1	0	0	0
12	1920	6967	1	950	0	0	950	0	950	950	0	0	1	0	0	0	1	0	0	0
12	1924	7204.67778616352	1	1095	0	0	1095	0	1095	1095	0	0	1	0	0	0	1	0	0	0
12	1928	7406.03778616352	1	1447	0	0	1447	0	1447	1447	0	0	1	0	0	0	1	0	0	0
12	1932	7540.23598490566	1	1644	0	0	1644	0	1644	1644	0	0	1	0	0	0	1	0	0	0
12	1936	7610.2741836478	1	2371	0	0	2371	0	2371	2371	0	0	1	0	0	0	1	0	0	0
12	1940	7653	1	2310	0	0	2310	0	2310	2310	0	0	1	0	0	0	1	0	0	0
12	1944	7703.8018918239	1	3045	0	0	3045	0	3045	3045	0	0	1	0	0	0	1	0	0	0
12	1948	7786.3454490566	1	2930	0	0	2930	0	2930	2930	0	0	1	0	0	0	1	0	0	0
12	1952	7918.43134591195	1	3498	0	0	3498	0	3498	3498	0	0	1	0	0	0	1	0	0	0
12	1956	8050.37368553459	1	3679	0	0	3679	0	3679	3679	0	0	1	0	0	0	1	0	0	0
12	1960	8065	1	3904	0	0	3904	0	3904	3904	0	0	1	0	0	0	1	0	0	0
12	1964	7885.07669937107	1	4062	0	0	4062	0	4062	4062	0	0	1	0	0	0	1	0	0	0
12	1968	7604.86250062893	1	4510	0	0	4510	0	4510	4510	0	0	1	0	0	0	1	0	0	0
12	1972	7352.55485786164	1	4589	0	0	4589	0	4589	4589	0	0	1	0	0	0	1	0	0	0
12	1976	7050.86141383648	1	4881	0	0	4881	0	4881	4881	0	0	1	0	0	0	1	0	0	0
12	1980	6417	1	5451	0	0	5451	0	5451	5451	0	0	1	0	0	0	1	0	0	0
12	1984	5418.21589937107	1	5367	0	0	5367	0	5367	5367	0	0	1	0	0	0	1	0	0	0
12	1988	5057.60155974843	1	5380	0	0	5380	0	5380	5380	0	0	1	0	0	0	1	0	0	0
12	1992	6549.82466415094	1	5380	0	0	5380	0	5380	5380	0	0	1	0	0	0	1	0	0	0
12	1996	10019.6621081761	1	5139	0	0	5139	0	5139	5139	0	0	1	0	0	0	1	0	0	0
12	2000	14502	1	5128	0	0	5128	0	5128	5128	0	0	1	0	0	0	1	0	0	0
12	2004	 	1	4891	0	0	4891	0	4891	0	0	0	1	0	0	0	1	0	0	0
14	1888	2677.27256090645	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
14	1892	2898.71373182258	1	1000	0	1000	0	0	0	0	0	1	0	0	0	0	0	1	0	0
14	1908	3424.0815845129	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
14	1912	7285.33680642259	1	2000	0	0	2000	0	0	2000	0	0	1	0	0	0	1	0	0	0
14	1916	13291.0066015145	1	2300	0	0	2300	0	2300	2300	0	0	1	0	0	0	1	0	0	0
14	1920	17211	2	2200	0	0	2200	0	2200	2200	1	0	2	0	0	0	2	0	0	0
14	1924	16118.512220008	2	1675	0	0	1675	0	1675	1675	1	0	2	0	0	0	2	0	0	0
14	1928	12846.7416222741	2	9349	0	0	9349	0	4593	9349	0	0	2	0	0	0	2	0	0	0
