recid	adpricetype	adprice	adDepth	adType
1944201276	4	.065	LINE	 
1944201276	5	1.062381983	LINE	 
1944201276	6	12.45224571	LINE	 
1944201277	4	.075	LINE	 
1944201278	4	.075	LINE	 
1944201279	4	.05	LINE	 
1944201279	5	.8172169328	LINE	 
1944201279	6	9.578650475	LINE	 
1944201280	4	.045	LINE	 
1944201280	5	.7796250582	LINE	 
1944201280	6	9.138033867	LINE	 
1944201281	4	.045	LINE	 
1944201281	5	.7796250582	LINE	 
1944201281	6	9.138033867	LINE	 
1944201282	4	.035	LINE	 
1944201282	5	.5774999857	LINE	 
1944201282	6	6.768913746	LINE	 
1944201283	4	.045	LINE	 
1944201283	5	.7354952693	LINE	 
1944201283	6	8.620785713	LINE	 
1944201284	4	.04	LINE	 
1944201284	5	.6537735462	LINE	 
1944201284	6	7.662920475	LINE	 
1944201285	4	.035	LINE	 
1944201285	5	.606374979	LINE	 
1944201285	6	7.107358932	LINE	 
1944201286	4	.04	LINE	 
1944201286	5	.4950000048	LINE	 
1944201286	6	5.801926136	LINE	 
1944201287	4	.12	LINE	 
1944201288	4	.12	LINE	 
1944201289	4	.035	LINE	 
1944201289	5	.606374979	LINE	 
1944201289	6	7.107358932	LINE	 
1944201290	4	.05	LINE	 
1944201290	5	.9624999762	LINE	 
1944201290	6	11.28152275	LINE	 
1944201291	4	.03	LINE	 
1944201291	5	.519749999	LINE	 
1944201291	6	6.092022419	LINE	 
1944201292	4	.035	LINE	 
1944201292	5	.5512499809	LINE	 
1944201292	6	6.461235523	LINE	 
1944201293	4	.035	LINE	 
1944201293	5	.6737499833	LINE	 
1944201293	6	7.897065639	LINE	 
1944201294	4	.03	LINE	 
1944201294	5	.4849512279	LINE	 
1944201294	6	5.684143543	LINE	 
1944201295	4	.06	LINE	 
1944201295	5	.7996153235	LINE	 
1944201295	6	9.372341156	LINE	 
1944201296	4	.03	LINE	 
1944201296	5	.3998076618	LINE	 
1944201296	6	4.686170578	LINE	 
1944201297	4	.05	LINE	 
1944201297	5	.8082520366	LINE	 
1944201297	6	9.473572731	LINE	 
1944201298	4	.05	LINE	 
1944201298	5	.8082520366	LINE	 
1944201298	6	9.473572731	LINE	 
1944201301	4	.045	LINE	 
1944201301	5	.7354952693	LINE	 
1944201301	6	8.620785713	LINE	 
1944201302	4	.03	LINE	 
1944201302	5	.519749999	LINE	 
1944201302	6	6.092022419	LINE	 
1944201303	4	.03	LINE	 
1944201303	5	.4849512279	LINE	 
1944201303	6	5.684143543	LINE	 
1944201305	4	.46	LINE	 
1944201305	5	8.855000496	LINE	 
1944201305	6	103.7900162	LINE	 
1944201306	4	.46	LINE	 
1944201306	5	8.855000496	LINE	 
1944201306	6	103.7900162	LINE	 
1944201307	4	.06	LINE	 
1944201307	5	1.039499998	LINE	 
1944201307	6	12.18404484	LINE	 
1944201308	4	.03	LINE	 
1944201308	5	.519749999	LINE	 
1944201308	6	6.092022419	LINE	 
1944201309	4	.04	LINE	 
1944201309	5	.6299999356	LINE	 
1944201309	6	7.384268761	LINE	 
1944201310	4	.035	LINE	 
1944201310	5	.5720518827	LINE	 
1944201310	6	6.70505619	LINE	 
1944201311	4	.07	LINE	 
1944201311	5	.8306506872	LINE	 
1944201311	6	9.73610878	LINE	 
1944201312	4	.025	LINE	 
1944201312	5	.4041260183	LINE	 
1944201312	6	4.736786366	LINE	 
1944201313	4	.03	LINE	 
1944201313	5	.519749999	LINE	 
1944201313	6	6.092022419	LINE	 
1944201314	4	.035	LINE	 
1944201314	5	.606374979	LINE	 
1944201314	6	7.107358932	LINE	 
1944201315	4	.05	LINE	 
1944201315	5	.8662500381	LINE	 
1944201315	6	10.15337086	LINE	 
1944201316	4	.09	LINE	 
1944201316	5	1.146507382	LINE	 
1944201316	6	13.43828487	LINE	 
1944201317	4	.05	LINE	 
1944201317	5	.8172169328	LINE	 
1944201317	6	9.578650475	LINE	 
1944201318	4	.036	LINE	 
1944201318	5	.5819414258	LINE	 
1944201318	6	6.820971966	LINE	 
1944201319	4	.32	LINE	 
1944201320	4	.32	LINE	 
1944201321	4	.03	LINE	 
1944201321	5	.4849512279	LINE	 
1944201321	6	5.684143543	LINE	 
1944201322	4	.045	LINE	 
1944201322	5	.7796250582	LINE	 
1944201322	6	9.138033867	LINE	 
1944201323	4	.035	LINE	 
1944201323	5	.7978618145	LINE	 
1944201323	6	9.351788521	LINE	 
1944201324	4	.045	LINE	 
1944201324	5	.7569174767	LINE	 
1944201324	6	8.871876717	LINE	 
1944201325	4	.03	LINE	 
1944201325	5	.3998076618	LINE	 
1944201325	6	4.686170578	LINE	 
1944201326	4	.045	LINE	 
1944201326	5	.5997115374	LINE	 
1944201326	6	7.029256344	LINE	 
1944201327	4	.035	LINE	 
1944201327	5	.4331250191	LINE	 
1944201327	6	5.076685429	LINE	 
1944201328	4	.04	LINE	 
1944201328	5	.5171641707	LINE	 
1944201328	6	6.061713696	LINE	 
1944201329	4	.035	LINE	 
1944201329	5	.5887135863	LINE	 
1944201329	6	6.900348663	LINE	 
1944201330	4	.03	LINE	 
1944201330	5	.4849512279	LINE	 
1944201330	6	5.684143543	LINE	 
1944201331	4	.08	LINE	 
1944201331	5	1.019117594	LINE	 
1944201331	6	11.94514084	LINE	 
1944201332	4	.035	LINE	 
1944201332	5	.606374979	LINE	 
1944201332	6	7.107358932	LINE	 
1944201333	4	.06	LINE	 
1944201333	5	1.039499998	LINE	 
1944201333	6	12.18404484	LINE	 
1944201334	4	.035	LINE	 
1944201334	5	.4331250191	LINE	 
1944201334	6	5.076685429	LINE	 
1944201335	4	.05	LINE	 
1944201335	5	.8082520366	LINE	 
1944201335	6	9.473572731	LINE	 
1944201336	4	.05	LINE	 
1944201336	5	.8662500381	LINE	 
1944201336	6	10.15337086	LINE	 
1944201337	4	.035	LINE	 
1944201337	5	.5830529332	LINE	 
1944201337	6	6.834000111	LINE	 
1944201338	4	.045	LINE	 
1944201338	5	.7796250582	LINE	 
1944201338	6	9.138033867	LINE	 
1944201339	4	.07	LINE	 
1944201339	5	1.131552815	LINE	 
1944201339	6	13.26300144	LINE	 
1944201340	4	.35	LINE	 
1944201340	5	6.450798035	LINE	 
1944201340	6	75.6102066	LINE	 
1944201341	4	.33	LINE	 
1944201341	5	6.082181454	LINE	 
1944201341	6	71.28962708	LINE	 
1944201342	4	.035	LINE	 
1944201342	5	.5944853425	LINE	 
1944201342	6	6.967999935	LINE	 
1944201343	4	.07	LINE	 
1944201343	5	1.290159702	LINE	 
1944201343	6	15.12204266	LINE	 
1944201344	4	.06	LINE	 
1944201344	5	1.105851054	LINE	 
1944201344	6	12.96174908	LINE	 
1944201345	4	.035	LINE	 
1944201345	5	.5830529332	LINE	 
1944201345	6	6.834000111	LINE	 
1944201346	4	.035	LINE	 
1944201346	5	.5657764077	LINE	 
1944201346	6	6.631500721	LINE	 
1944201347	4	.18	LINE	 
1944201348	4	.18	LINE	 
1944201349	4	.10	LINE	 
1944201349	5	1.634433866	LINE	 
1944201349	6	19.15730095	LINE	 
1944201350	4	.10	LINE	 
1944201350	5	1.616504073	LINE	 
1944201350	6	18.94714546	LINE	 
1944201351	4	.045	LINE	 
1944201351	5	.7274268866	LINE	 
1944201351	6	8.526216507	LINE	 
1944201352	4	.035	LINE	 
1944201352	5	.5657764077	LINE	 
1944201352	6	6.631500721	LINE	 
1944201353	4	.04	LINE	 
1944201353	5	.6299999356	LINE	 
1944201353	6	7.384268761	LINE	 
1944201354	4	.045	LINE	 
1944201354	5	.5568750501	LINE	 
1944201354	6	6.52716732	LINE	 
1944201355	4	.06	LINE	 
1944201355	5	.9699024558	LINE	 
1944201355	6	11.36828709	LINE	 
1944201356	4	.03	LINE	 
1944201356	5	.4225609601	LINE	 
1944201356	6	4.952863693	LINE	 
1944201357	4	.10	LINE	 
1944201357	5	1.574999928	LINE	 
1944201357	6	18.46067238	LINE	 
1944201358	4	.055	LINE	 
1944201358	5	.7746950984	LINE	 
1944201358	6	9.080249786	LINE	 
1944201359	4	.085	LINE	 
1944201360	4	.085	LINE	 
1944201361	4	.025	LINE	 
1944201361	5	.4041260183	LINE	 
1944201361	6	4.736786366	LINE	 
1944201362	4	.05	LINE	 
1944201362	5	.8082520366	LINE	 
1944201362	6	9.473572731	LINE	 
1944201363	4	.05	LINE	 
1944201363	5	.9215426445	LINE	 
1944201363	6	10.80145931	LINE	 
1944201364	4	.035	LINE	 
1944201364	5	.5657764077	LINE	 
1944201364	6	6.631500721	LINE	 
1944201365	4	.04	LINE	 
1944201365	5	.7218749523	LINE	 
1944201365	6	8.461141586	LINE	 
1944201366	4	.055	LINE	 
1944201366	5	.9925780892	LINE	 
1944201366	6	11.6340704	LINE	 
1944201367	4	.04	LINE	 
1944201367	5	.6466016173	LINE	 
1944201367	6	7.578857899	LINE	 
1944201368	4	.08	LINE	 
1944201368	5	1.154999971	LINE	 
1944201368	6	13.53782749	LINE	 
1944201369	4	.043	LINE	 
1944201369	5	.7524999976	LINE	 
1944201369	6	8.820099831	LINE	 
1944201370	4	.04	LINE	 
1944201370	5	.5774999857	LINE	 
1944201370	6	6.768913746	LINE	 
1944201371	4	.03	LINE	 
1944201371	5	.4849512279	LINE	 
1944201371	6	5.684143543	LINE	 
1944201372	4	.05	LINE	 
1944201372	5	.8172169328	LINE	 
1944201372	6	9.578650475	LINE	 
1944201373	4	.03	LINE	 
1944201373	5	.3998076618	LINE	 
1944201373	6	4.686170578	LINE	 
1944201374	4	.03	LINE	 
1944201374	5	.519749999	LINE	 
1944201374	6	6.092022419	LINE	 
1944201375	4	.04	LINE	 
1944201375	5	.6999999881	LINE	 
1944201375	6	8.204743385	LINE	 
1944201376	4	.05	LINE	 
1944201376	5	.6663461328	LINE	 
1944201376	6	7.810284615	LINE	 
1944201377	4	.06	LINE	 
1944201377	5	1.039499998	LINE	 
1944201377	6	12.18404484	LINE	 
1944201378	4	.13	LINE	 
1944201378	5	2.530617952	LINE	 
1944201378	6	29.66153145	LINE	 
1944201379	4	.03	LINE	 
1944201379	5	.4903301597	LINE	 
1944201379	6	5.747190475	LINE	 
1944201380	4	.11	LINE	 
1944201380	5	1.778154492	LINE	 
1944201380	6	20.84185982	LINE	 
1944201381	4	.13	LINE	 
1944201381	5	2.448097706	LINE	 
1944201381	6	28.69430733	LINE	 
1944201382	4	.045	LINE	 
1944201382	5	.7274268866	LINE	 
1944201382	6	8.526216507	LINE	 
1944201383	4	.04	LINE	 
1944201383	5	.7218749523	LINE	 
1944201383	6	8.461141586	LINE	 
1944201384	4	.06	LINE	 
1944201385	4	.06	LINE	 
1944201386	4	.035	LINE	 
1944201386	5	.606374979	LINE	 
1944201386	6	7.107358932	LINE	 
1944201387	4	.07	LINE	 
1944201387	5	1.212749958	LINE	 
1944201387	6	14.21471786	LINE	 
1944201388	4	.18	LINE	 
1944201389	4	.18	LINE	 
1944201390	4	.12	LINE	 
1944201390	5	1.939804912	LINE	 
1944201390	6	22.73657417	LINE	 
1944201391	4	.08	LINE	 
1944201392	4	.08	LINE	 
1944201393	4	.04	LINE	 
1944201393	5	.6466016173	LINE	 
1944201393	6	7.578857899	LINE	 
1944201394	4	.055	LINE	 
1944201394	5	.9624999762	LINE	 
1944201394	6	11.28152275	LINE	 
1944201395	4	.06	LINE	 
1944201395	5	1.039499998	LINE	 
1944201395	6	12.18404484	LINE	 
1944201396	4	.04	LINE	 
1944201396	5	.7699999809	LINE	 
1944201396	6	9.02521801	LINE	 
1944201397	4	.025	LINE	 
1944201397	5	.4041260183	LINE	 
1944201397	6	4.736786366	LINE	 
1944201398	4	.16	LINE	 
1944201399	4	.16	LINE	 
1944201400	4	.03	LINE	 
1944201400	5	.3998076618	LINE	 
1944201400	6	4.686170578	LINE	 
1944201401	4	.05	LINE	 
1944201401	5	.8662500381	LINE	 
1944201401	6	10.15337086	LINE	 
1944201402	4	.17	LINE	 
1944201403	4	.17	LINE	 
1944201404	4	.04	LINE	 
1944201404	5	.4950000048	LINE	 
1944201404	6	5.801926136	LINE	 
1944201405	4	.035	LINE	 
1944201405	5	.5657764077	LINE	 
1944201405	6	6.631500721	LINE	 
1944201406	4	.04	LINE	 
1944201406	5	.5774999857	LINE	 
1944201406	6	6.768913746	LINE	 
1944201407	4	.07	LINE	 
1944201407	5	1.166105866	LINE	 
1944201407	6	13.66800022	LINE	 
1944201408	4	.025	LINE	 
1944201408	5	.4041260183	LINE	 
1944201408	6	4.736786366	LINE	 
1944201409	4	.045	LINE	 
1944201409	5	.8206579089	LINE	 
1944201409	6	9.618982315	LINE	 
1944201410	4	.04	LINE	 
1944201410	5	.692999959	LINE	 
1944201410	6	8.122695923	LINE	 
1944201411	4	.09	LINE	 
1944201411	5	1.624218822	LINE	 
1944201411	6	19.03757095	LINE	 
1944201412	4	.05	LINE	 
1944201412	5	.8082520366	LINE	 
1944201412	6	9.473572731	LINE	 
1944201413	4	.03	LINE	 
1944201413	5	.4903301597	LINE	 
1944201413	6	5.747190475	LINE	 
1944201414	4	.06	LINE	 
1944201415	4	.06	LINE	 
1944201416	4	.25	LINE	 
1944201416	5	4.041260242	LINE	 
1944201416	6	47.3678627	LINE	 
1944201417	4	.03	LINE	 
1944201417	5	.3712500036	LINE	 
1944201417	6	4.351444721	LINE	 
1944201418	4	.035	LINE	 
1944201418	5	.606374979	LINE	 
1944201418	6	7.107358932	LINE	 
1944201419	4	.03	LINE	 
1944201419	5	.4849512279	LINE	 
1944201419	6	5.684143543	LINE	 
1944201420	4	.04	LINE	 
1944201420	5	.6466016173	LINE	 
1944201420	6	7.578857899	LINE	 
1944201421	4	.035	LINE	 
1944201421	5	.5657764077	LINE	 
1944201421	6	6.631500721	LINE	 
1944201422	4	.075	LINE	 
1944201422	5	1.225825429	LINE	 
1944201422	6	14.36797619	LINE	 
1944201423	4	.045	LINE	 
1944201423	5	.7274268866	LINE	 
1944201423	6	8.526216507	LINE	 
1944201424	4	.07	LINE	 
1944201424	5	1.131552815	LINE	 
1944201424	6	13.26300144	LINE	 
1944201425	4	.07	LINE	 
1944201426	4	.07	LINE	 
1944201427	4	.75	LINE	 
1944201427	5	10.0726757	LINE	 
1944201427	6	118.0624619	LINE	 
1944201428	4	.65	LINE	 
1944201428	5	8.9375	LINE	 
1944201428	6	104.7569962	LINE	 
1944201429	4	.06	LINE	 
1944201429	5	.9699024558	LINE	 
1944201429	6	11.36828709	LINE	 
1944201430	4	.32	LINE	 
1944201430	5	4.400000095	LINE	 
1944201430	6	51.57267761	LINE	 
1944201431	4	.50	LINE	 
1944201431	5	8.082520485	LINE	 
1944201431	6	94.7357254	LINE	 
1944201433	4	.035	LINE	 
1944201433	5	.5657764077	LINE	 
1944201433	6	6.631500721	LINE	 
1944201434	4	*.10	LINE	 
1944201434	5	1.616504073	LINE	 
1944201434	6	18.94714546	LINE	 
1944201435	4	.45	LINE	 
1944201435	5	7.27426815	LINE	 
1944201435	6	85.26215363	LINE	 
1944201436	4	.50	LINE	 
1944201436	5	8.75	LINE	 
1944201436	6	102.5592957	LINE	 
1944201437	4	.40	LINE	 
1944201437	5	6.466016293	LINE	 
1944201437	6	75.78858185	LINE	 
1944201438	4	.035	LINE	 
1944201438	5	.5657764077	LINE	 
1944201438	6	6.631500721	LINE	 
1944201439	4	.07	LINE	 
1944201439	5	1.010625005	LINE	 
1944201439	6	11.84559917	LINE	 
1944201440	4	.05	LINE	 
1944201440	5	.8082520366	LINE	 
1944201440	6	9.473572731	LINE	 
1944201441	4	.08	LINE	 
1944201441	5	1.066153765	LINE	 
1944201441	6	12.49645519	LINE	 
1944201442	4	.035	LINE	 
1944201442	5	.4628816843	LINE	 
1944201442	6	5.425465107	LINE	 
1944201443	4	.20	LINE	 
1944201444	4	.20	LINE	 
1944201445	4	.018	LINE	 
1944201445	5	.2909707129	LINE	 
1944201445	6	3.410485983	LINE	 
1944201446	4	.03	LINE	 
1944201446	5	.3998076618	LINE	 
1944201446	6	4.686170578	LINE	 
1944201447	4	.03	LINE	 
1944201447	5	.4724999666	LINE	 
1944201447	6	5.538201809	LINE	 
1944201448	4	.035	LINE	 
1944201448	5	.5657764077	LINE	 
1944201448	6	6.631500721	LINE	 
1944201449	4	.16	LINE	 
1944201449	5	2.519999743	LINE	 
1944201449	6	29.53707504	LINE	 
1944201450	4	.12	LINE	 
1944201450	5	1.961320639	LINE	 
1944201450	6	22.9887619	LINE	 
1944201451	4	.065	LINE	 
1944201451	5	1.050727606	LINE	 
1944201451	6	12.31564426	LINE	 
1944201452	4	.07	LINE	 
1944201452	5	1.144103765	LINE	 
1944201452	6	13.41011238	LINE	 
1944201453	4	.05	LINE	 
1944201453	5	.8082520366	LINE	 
1944201453	6	9.473572731	LINE	 
1944201454	4	.04	LINE	 
1944201454	5	.6466016173	LINE	 
1944201454	6	7.578857899	LINE	 
1944201455	4	.04	LINE	 
1944201455	5	.5330768824	LINE	 
1944201455	6	6.248227596	LINE	 
1944201456	4	.04	LINE	 
1944201456	5	.6599999666	LINE	 
1944201456	6	7.735900879	LINE	 
1944201457	4	.07	LINE	 
1944201457	5	.8917279243	LINE	 
1944201457	6	10.45199871	LINE	 
1944201458	4	.025	LINE	 
1944201458	5	.4041260183	LINE	 
1944201458	6	4.736786366	LINE	 
1944201459	4	.04	LINE	 
1944201459	5	.6466016173	LINE	 
1944201459	6	7.578857899	LINE	 
1944201460	4	.04	LINE	 
1944201460	5	.6466016173	LINE	 
1944201460	6	7.578857899	LINE	 
1944201461	4	.035	LINE	 
1944201461	5	.6737499833	LINE	 
1944201461	6	7.897065639	LINE	 
1944201462	4	.04	LINE	 
1944201462	5	.6466016173	LINE	 
1944201462	6	7.578857899	LINE	 
1944201463	4	.03	LINE	 
1944201463	5	4.331249714	LINE	 
1944201463	6	50.76684952	LINE	 
1944201464	4	.11	LINE	 
1944201465	4	.11	LINE	 
1944201466	4	.035	LINE	 
1944201466	5	.466442287	LINE	 
1944201466	6	5.467199326	LINE	 
1944201467	4	.05	LINE	 
1944201467	5	.8082520366	LINE	 
1944201467	6	9.473572731	LINE	 
1944201468	4	.08	LINE	 
1944201468	5	1.293203235	LINE	 
1944201468	6	15.1577158	LINE	 
1944201469	4	.08	LINE	 
1944201469	5	1.293203235	LINE	 
1944201469	6	15.1577158	LINE	 
1944201470	4	.035	LINE	 
1944201470	5	.5720518827	LINE	 
1944201470	6	6.70505619	LINE	 
1944201471	4	.04	LINE	 
1944201471	5	.6999999881	LINE	 
1944201471	6	8.204743385	LINE	 
1944201472	4	.07	LINE	 
1944201472	5	.8662500381	LINE	 
1944201472	6	10.15337086	LINE	 
1944201473	4	.21	LINE	 
1944201473	5	3.394658566	LINE	 
1944201473	6	39.78900528	LINE	 
1944201474	4	.21	LINE	 
1944201474	5	3.394658566	LINE	 
1944201474	6	39.78900528	LINE	 
1944201475	4	.10	LINE	 
1944201476	4	.10	LINE	 
1944201477	4	.08	LINE	 
1944201477	5	1.307547092	LINE	 
1944201477	6	15.32584095	LINE	 
1944201478	4	.10	LINE	 
1944201478	5	1.616504073	LINE	 
1944201478	6	18.94714546	LINE	 
1944201480	4	.045	LINE	 
1944201480	5	.6043605804	LINE	 
1944201480	6	7.083748341	LINE	 
1944201481	4	.11	LINE	 
1944201481	5	1.985156178	LINE	 
1944201481	6	23.26814079	LINE	 
1944201482	4	.27	LINE	 
1944201482	5	4.725000381	LINE	 
1944201482	6	55.38202667	LINE	 
1944201483	4	.12	LINE	 
1944201483	5	2.099999905	LINE	 
1944201483	6	24.61423111	LINE	 
1944201484	4	.06	LINE	 
1944201484	5	.9449999332	LINE	 
1944201484	6	11.07640362	LINE	 
1944201485	4	.04	LINE	 
1944201485	5	.692999959	LINE	 
1944201485	6	8.122695923	LINE	 
1944201486	4	.07	LINE	 
1944201486	5	1.263281226	LINE	 
1944201486	6	14.80699825	LINE	 
1944201487	4	.10	LINE	 
1944201488	4	.10	LINE	 
1944201489	4	.14	LINE	 
1944201490	4	.14	LINE	 
1944201491	4	.11	LINE	 
1944201491	5	2.006052494	LINE	 
1944201491	6	23.51306725	LINE	 
1944201492	4	.15	LINE	 
1944201492	5	2.735526323	LINE	 
1944201492	6	32.06327438	LINE	 
1944201493	4	.035	LINE	 
1944201493	5	.5720518827	LINE	 
1944201493	6	6.70505619	LINE	 
1944201494	4	.17	LINE	 
1944201495	4	.17	LINE	 
1944201496	4	.04	LINE	 
1944201496	5	.6537735462	LINE	 
1944201496	6	7.662920475	LINE	 
1944201497	4	.04	LINE	 
1944201497	5	.6466016173	LINE	 
1944201497	6	7.578857899	LINE	 
1944201498	4	.04	LINE	 
1944201498	5	.6466016173	LINE	 
1944201498	6	7.578857899	LINE	 
1944201499	4	.12	LINE	 
1944201500	4	.12	LINE	 
1944201501	4	.04	LINE	 
1944201501	5	.692999959	LINE	 
1944201501	6	8.122695923	LINE	 
1944201502	4	.04	LINE	 
1944201502	5	.7218749523	LINE	 
1944201502	6	8.461141586	LINE	 
1944201503	4	.08	LINE	 
1944201503	5	1.399999976	LINE	 
1944201503	6	16.40948677	LINE	 
1944201504	4	.025	LINE	 
1944201504	5	.3937499821	LINE	 
1944201504	6	4.615168095	LINE	 
1944201505	4	.03	LINE	 
1944201505	5	.4849512279	LINE	 
1944201505	6	5.684143543	LINE	 
1944201506	4	.06	LINE	 
1944201506	5	.9536697268	LINE	 
1944201506	6	11.17802238	LINE	 
1944201507	4	.025	LINE	 
1944201507	5	.4041260183	LINE	 
1944201507	6	4.736786366	LINE	 
1944201508	4	.035	LINE	 
1944201508	5	.4331250191	LINE	 
1944201508	6	5.076685429	LINE	 
1944201509	4	.08	LINE	 
1944201509	5	1.385999918	LINE	 
1944201509	6	16.24539185	LINE	 
1944201510	4	.032	LINE	 
1944201510	5	.5040000081	LINE	 
1944201510	6	5.907415867	LINE	 
1944201511	4	.07	LINE	 
1944201511	5	1.131552815	LINE	 
1944201511	6	13.26300144	LINE	 
1944201512	4	.15	LINE	 
1944201512	5	2.0625	LINE	 
1944201512	6	24.17469215	LINE	 
1944201513	4	.05	LINE	 
1944201513	5	.5813758373	LINE	 
1944201513	6	6.814342499	LINE	 
1944201514	4	.04	LINE	 
1944201514	5	.6537735462	LINE	 
1944201514	6	7.662920475	LINE	 
1944201515	4	.04	LINE	 
1944201515	5	.5330768824	LINE	 
1944201515	6	6.248227596	LINE	 
1944201516	4	.20	LINE	 
1944201516	5	3.238317728	LINE	 
1944201516	6	37.9565239	LINE	 
1944201517	4	.20	LINE	 
1944201517	5	3.268867731	LINE	 
1944201517	6	38.3146019	LINE	 
1944201518	4	.04	LINE	 
1944201518	5	.5774999857	LINE	 
1944201518	6	6.768913746	LINE	 
1944201519	4	.03	LINE	 
1944201519	5	.519749999	LINE	 
1944201519	6	6.092022419	LINE	 
1944201520	4	.04	LINE	 
1944201520	5	.692999959	LINE	 
1944201520	6	8.122695923	LINE	 
1944201521	4	.035	LINE	 
1944201521	5	.5657764077	LINE	 
1944201521	6	6.631500721	LINE	 
1944201522	4	.49	LINE	 
1944201522	5	8.085000038	LINE	 
1944201522	6	94.7647934	LINE	 
1944201523	4	.04	LINE	 
1944201523	5	.6537735462	LINE	 
1944201523	6	7.662920475	LINE	 
1944201524	4	.035	LINE	 
1944201524	5	.5720518827	LINE	 
1944201524	6	6.70505619	LINE	 
1944201525	4	.06	LINE	 
1944201525	5	.7699999809	LINE	 
1944201525	6	9.02521801	LINE	 
1944201526	4	.08	LINE	 
1944201527	4	.08	LINE	 
1944201528	4	.045	LINE	 
1944201528	5	.7274268866	LINE	 
1944201528	6	8.526216507	LINE	 
1944201529	4	.07	LINE	 
1944201530	4	.07	LINE	 
1944201531	4	.14	LINE	 
1944201531	5	2.450000048	LINE	 
1944201531	6	28.71660423	LINE	 
1944201532	4	.16	LINE	 
1944201532	5	2.799999952	LINE	 
1944201532	6	32.81897354	LINE	 
1944201533	4	.31	LINE	 
1944201533	5	5.594531059	LINE	 
1944201533	6	65.57385254	LINE	 
1944201534	4	.26	LINE	 
1944201534	5	4.692187309	LINE	 
1944201534	6	54.99742126	LINE	 
1944201535	4	.035	LINE	 
1944201535	5	.5657764077	LINE	 
1944201535	6	6.631500721	LINE	 
1944201536	4	.045	LINE	 
1944201536	5	.6187499762	LINE	 
1944201536	6	7.252407074	LINE	 
1944201538	4	.30	LINE	 
1944201539	4	.035	LINE	 
1944201539	5	.606374979	LINE	 
1944201539	6	7.107358932	LINE	 
1944201540	4	.035	LINE	 
1944201540	5	.5720518827	LINE	 
1944201540	6	6.70505619	LINE	 
1944201541	4	.10	LINE	 
1944201542	4	.10	LINE	 
1944201543	4	.15	LINE	 
1944201544	4	.15	LINE	 
1944201545	4	.06	LINE	 
1944201545	5	.9699024558	LINE	 
1944201545	6	11.36828709	LINE	 
1944201546	4	.0215	LINE	 
1944201546	5	.3475483954	LINE	 
1944201546	6	4.073636532	LINE	 
1944201547	4	.15	 	 
1944201548	4	.15	 	 
1944201549	4	.03	LINE	 
1944201549	5	.5774999857	LINE	 
1944201549	6	6.768913746	LINE	 
1944201550	4	.17	LINE	 
1944201551	4	.17	LINE	 
1944201552	4	.04	LINE	 
1944201552	5	.7071428299	LINE	 
1944201552	6	8.2884655	LINE	 
1944201553	4	.03	LINE	 
1944201553	5	.4903301597	LINE	 
1944201553	6	5.747190475	LINE	 
1944201554	4	.04	LINE	 
1944201554	5	.6537735462	LINE	 
1944201554	6	7.662920475	LINE	 
1944201555	4	.56	LINE	 
1944201555	5	9.052422523	LINE	 
1944201555	6	106.1040115	LINE	 
1944201556	4	.03	LINE	 
1944201556	5	.519749999	LINE	 
1944201556	6	6.092022419	LINE	 
1944201557	4	.07	LINE	 
1944201557	5	1.263281226	LINE	 
1944201557	6	14.80699825	LINE	 
1944201558	4	.06	LINE	 
1944201558	5	.9449999332	LINE	 
1944201558	6	11.07640362	LINE	 
1944201559	4	.04	LINE	 
1944201559	5	.6537735462	LINE	 
1944201559	6	7.662920475	LINE	 
1944201560	4	.035	LINE	 
1944201560	5	.5657764077	LINE	 
1944201560	6	6.631500721	LINE	 
1944201561	4	.04	LINE	 
1944201561	5	.6466016173	LINE	 
1944201561	6	7.578857899	LINE	 
1944201562	4	.04	LINE	 
1944201562	5	.692999959	LINE	 
1944201562	6	8.122695923	LINE	 
1944201563	4	.16	LINE	 
1944201564	4	.16	LINE	 
1944201565	4	.03	LINE	 
1944201565	5	.4849512279	LINE	 
1944201565	6	5.684143543	LINE	 
1944201566	4	.04	LINE	 
1944201566	5	.6599999666	LINE	 
1944201566	6	7.735900879	LINE	 
1944201567	4	.02	LINE	 
1944201567	5	.3233008087	LINE	 
1944201567	6	3.789428949	LINE	 
1944201568	4	.03	LINE	 
1944201568	5	.494999975	LINE	 
1944201568	6	5.801925659	LINE	 
1944201569	4	.25	LINE	 
1944201569	5	3.184742451	LINE	 
1944201569	6	37.3285675	LINE	 
1944201570	4	.21	LINE	 
1944201570	5	4.134374619	LINE	 
1944201570	6	48.45926285	LINE	 
1944201571	4	.03	LINE	 
1944201571	5	.5414062142	LINE	 
1944201571	6	6.34585619	LINE	 
1944201572	4	.05	LINE	 
1944201572	5	.8662500381	LINE	 
1944201572	6	10.15337086	LINE	 
1944201573	4	.03	LINE	 
1944201573	5	.6043604612	LINE	 
1944201573	6	7.08374691	LINE	 
1944201574	4	.035	LINE	 
1944201574	5	.6316406131	LINE	 
1944201574	6	7.403499126	LINE	 
1944201575	4	.16	LINE	 
1944201575	5	2.586406469	LINE	 
1944201575	6	30.31543159	LINE	 
1944201576	4	.16	LINE	 
1944201576	5	2.586406469	LINE	 
1944201576	6	30.31543159	LINE	 
1944201577	4	.03	LINE	 
1944201577	5	.4903301597	LINE	 
1944201577	6	5.747190475	LINE	 
1944201578	4	.13	LINE	 
1944201578	5	2.101455212	LINE	 
