GISJOIN,YEAR,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,ENUMDISTA,CMSA,SMSAA,URB_AREAA,BLCK_GRPA,ANXTERRA,URBRURALA,CDA,AREANAME,CENCNTY,CBD,SEA,CBC001
"G1705105","1970","Illinois","17",,,"St Augustine","5105",,,,,,,,,,"St Augustine",,,,204
"G1705110","1970","Illinois","17",,,"St Charles","5110",,,,,,,,,,"St Charles",,,,12928
"G1705112","1970","Illinois","17",,,"St Charles","5112",,,,,,,,,,"St Charles",,,,0
"G1705115","1970","Illinois","17",,,"St David","5115",,,,,,,,,,"St David",,,,773
"G1705120","1970","Illinois","17",,,"St Elmo","5120",,,,,,,,,,"St Elmo",,,,1676
"G1705122","1970","Illinois","17",,,"Ste Marie","5122",,,,,,,,,,"Ste Marie",,,,335
"G1705125","1970","Illinois","17",,,"St Francisville","5125",,,,,,,,,,"St Francisville",,,,997
"G1705130","1970","Illinois","17",,,"St Jacob","5130",,,,,,,,,,"St Jacob",,,,659
"G1705135","1970","Illinois","17",,,"St Johns","5135",,,,,,,,,,"St Johns",,,,220
"G1705140","1970","Illinois","17",,,"St Joseph","5140",,,,,,,,,,"St Joseph",,,,1554
"G1705145","1970","Illinois","17",,,"St Libory","5145",,,,,,,,,,"St Libory",,,,448
"G1705155","1970","Illinois","17",,,"St Peter","5155",,,,,,,,,,"St Peter",,,,380
"G1705160","1970","Illinois","17",,,"Salem","5160",,,,,,,,,,"Salem",,,,6187
"G1705165","1970","Illinois","17",,,"Sandoval","5165",,,,,,,,,,"Sandoval",,,,1332
"G1705170","1970","Illinois","17",,,"Sandwich","5170",,,,,,,,,,"Sandwich",,,,5056
"G1705175","1970","Illinois","17",,,"San Jose","5175",,,,,,,,,,"San Jose",,,,681
"G1705177","1970","Illinois","17",,,"Sauget","5177",,,,,,,,,,"Sauget",,,,220
"G1705180","1970","Illinois","17",,,"Sauk","5180",,,,,,,,,,"Sauk",,,,7479
"G1705185","1970","Illinois","17",,,"Saunemin","5185",,,,,,,,,,"Saunemin",,,,415
"G1705190","1970","Illinois","17",,,"Savanna","5190",,,,,,,,,,"Savanna",,,,4942
"G1705195","1970","Illinois","17",,,"Savoy","5195",,,,,,,,,,"Savoy",,,,592
"G1705200","1970","Illinois","17",,,"Sawyerville","5200",,,,,,,,,,"Sawyerville",,,,315
"G1705205","1970","Illinois","17",,,"Saybrook","5205",,,,,,,,,,"Saybrook",,,,814
"G1705210","1970","Illinois","17",,,"Scales Mound","5210",,,,,,,,,,"Scales Mound",,,,382
"G1705215","1970","Illinois","17",,,"Schaumburg","5215",,,,,,,,,,"Schaumburg",,,,18730
"G1705220","1970","Illinois","17",,,"Schiller Park","5220",,,,,,,,,,"Schiller Park",,,,12712
"G1705225","1970","Illinois","17",,,"Schram City","5225",,,,,,,,,,"Schram City",,,,657
"G1705230","1970","Illinois","17",,,"Sciota","5230",,,,,,,,,,"Sciota",,,,101
"G1705233","1970","Illinois","17",,,"Scott (U)","5233",,,,,,,,,,"Scott (U)",,,,7871
"G1705235","1970","Illinois","17",,,"Scottville","5235",,,,,,,,,,"Scottville",,,,196
"G1705240","1970","Illinois","17",,,"Seaton","5240",,,,,,,,,,"Seaton",,,,251
"G1705245","1970","Illinois","17",,,"Seatonville","5245",,,,,,,,,,"Seatonville",,,,318
"G1705250","1970","Illinois","17",,,"Secor","5250",,,,,,,,,,"Secor",,,,508
"G1705255","1970","Illinois","17",,,"Seneca","5255",,,,,,,,,,"Seneca",,,,1781
"G1705260","1970","Illinois","17",,,"Sesser","5260",,,,,,,,,,"Sesser",,,,2125
"G1705265","1970","Illinois","17",,,"Shabbona","5265",,,,,,,,,,"Shabbona",,,,730
"G1705275","1970","Illinois","17",,,"Shannon","5275",,,,,,,,,,"Shannon",,,,848
"G1705277","1970","Illinois","17",,,"Shaw (U)","5277",,,,,,,,,,"Shaw (U)",,,,1329
"G1705280","1970","Illinois","17",,,"Shawneetown","5280",,,,,,,,,,"Shawneetown",,,,1742
"G1705285","1970","Illinois","17",,,"Sheffield","5285",,,,,,,,,,"Sheffield",,,,1038
"G1705290","1970","Illinois","17",,,"Shelbyville","5290",,,,,,,,,,"Shelbyville",,,,4597
"G1705295","1970","Illinois","17",,,"Sheldon","5295",,,,,,,,,,"Sheldon",,,,1455
"G1705300","1970","Illinois","17",,,"Sheridan","5300",,,,,,,,,,"Sheridan",,,,724
"G1705301","1970","Illinois","17",,,"Sherman","5301",,,,,,,,,,"Sherman",,,,327
"G1705305","1970","Illinois","17",,,"Sherrard","5305",,,,,,,,,,"Sherrard",,,,808
"G1705310","1970","Illinois","17",,,"Shiloh","5310",,,,,,,,,,"Shiloh",,,,945
"G1705315","1970","Illinois","17",,,"Shipman","5315",,,,,,,,,,"Shipman",,,,482
"G1705320","1970","Illinois","17",,,"Shorewood","5320",,,,,,,,,,"Shorewood",,,,1749
"G1705325","1970","Illinois","17",,,"Shumway","5325",,,,,,,,,,"Shumway",,,,235
"G1705330","1970","Illinois","17",,,"Sibley","5330",,,,,,,,,,"Sibley",,,,381
"G1705335","1970","Illinois","17",,,"Sidell","5335",,,,,,,,,,"Sidell",,,,645
"G1705340","1970","Illinois","17",,,"Sidney","5340",,,,,,,,,,"Sidney",,,,915
"G1705345","1970","Illinois","17",,,"Sigel","5345",,,,,,,,,,"Sigel",,,,337
"G1705350","1970","Illinois","17",,,"Silvis","5350",,,,,,,,,,"Silvis",,,,5907
"G1705355","1970","Illinois","17",,,"Simpson","5355",,,,,,,,,,"Simpson",,,,82
"G1705360","1970","Illinois","17",,,"Sims","5360",,,,,,,,,,"Sims",,,,317
"G1705365","1970","Illinois","17",,,"Skokie","5365",,,,,,,,,,"Skokie",,,,68627
"G1705370","1970","Illinois","17",,,"Sleepy Hollow","5370",,,,,,,,,,"Sleepy Hollow",,,,1729
"G1705375","1970","Illinois","17",,,"Smithboro","5375",,,,,,,,,,"Smithboro",,,,203
"G1705380","1970","Illinois","17",,,"Smithfield","5380",,,,,,,,,,"Smithfield",,,,318
"G1705385","1970","Illinois","17",,,"Smithton","5385",,,,,,,,,,"Smithton",,,,847
"G1705390","1970","Illinois","17",,,"Somonauk","5390",,,,,,,,,,"Somonauk",,,,1112
"G1705395","1970","Illinois","17",,,"Sorento","5395",,,,,,,,,,"Sorento",,,,625
"G1705397","1970","Illinois","17",,,"South Barrington","5397",,,,,,,,,,"South Barrington",,,,348
"G1705400","1970","Illinois","17",,,"South Beloit","5400",,,,,,,,,,"South Beloit",,,,3804
"G1705405","1970","Illinois","17",,,"South Chicago Heights","5405",,,,,,,,,,"South Chicago Heights",,,,4923
"G1705410","1970","Illinois","17",,,"South Elgin","5410",,,,,,,,,,"South Elgin",,,,4289
"G1705415","1970","Illinois","17",,,"Southern View","5415",,,,,,,,,,"Southern View",,,,1504
"G1705420","1970","Illinois","17",,,"South Holland","5420",,,,,,,,,,"South Holland",,,,23931
"G1705425","1970","Illinois","17",,,"South Jacksonville","5425",,,,,,,,,,"South Jacksonville",,,,2950
"G1705430","1970","Illinois","17",,,"South Pekin","5430",,,,,,,,,,"South Pekin",,,,955
"G1705437","1970","Illinois","17",,,"South Stickney (U)","5437",,,,,,,,,,"South Stickney (U)",,,,29900
"G1705440","1970","Illinois","17",,,"South Streator (U)","5440",,,,,,,,,,"South Streator (U)",,,,1869
"G1705445","1970","Illinois","17",,,"South Wilmington","5445",,,,,,,,,,"South Wilmington",,,,725
"G1705450","1970","Illinois","17",,,"Sparland","5450",,,,,,,,,,"Sparland",,,,585
"G1705455","1970","Illinois","17",,,"Sparta","5455",,,,,,,,,,"Sparta",,,,4307
"G1705460","1970","Illinois","17",,,"Spaulding","5460",,,,,,,,,,"Spaulding",,,,220
"G1705465","1970","Illinois","17",,,"Spillertown","5465",,,,,,,,,,"Spillertown",,,,305
"G1705470","1970","Illinois","17",,,"Spring Bay","5470",,,,,,,,,,"Spring Bay",,,,427
"G1705475","1970","Illinois","17",,,"Springerton","5475",,,,,,,,,,"Springerton",,,,228
"G1705480","1970","Illinois","17",,,"Springfield","5480",,,,,,,,,,"Springfield",,,,91753
"G1705485","1970","Illinois","17",,,"Spring Grove","5485",,,,,,,,,,"Spring Grove",,,,348
"G1705490","1970","Illinois","17",,,"Spring Valley","5490",,,,,,,,,,"Spring Valley",,,,5605
"G1705500","1970","Illinois","17",,,"Standard City","5500",,,,,,,,,,"Standard City",,,,139
"G1705502","1970","Illinois","17",,,"Standard","5502",,,,,,,,,,"Standard",,,,282
"G1705505","1970","Illinois","17",,,"Stanford","5505",,,,,,,,,,"Stanford",,,,657
"G1705510","1970","Illinois","17",,,"Staunton","5510",,,,,,,,,,"Staunton",,,,4396
"G1705515","1970","Illinois","17",,,"Steeleville","5515",,,,,,,,,,"Steeleville",,,,1957
"G1705520","1970","Illinois","17",,,"Steger","5520",,,,,,,,,,"Steger",,,,8104
"G1705525","1970","Illinois","17",,,"Sterling","5525",,,,,,,,,,"Sterling",,,,16113
"G1705527","1970","Illinois","17",,,"Sterling West (U)","5527",,,,,,,,,,"Sterling West (U)",,,,2171
"G1705535","1970","Illinois","17",,,"Stewardson","5535",,,,,,,,,,"Stewardson",,,,729
"G1705537","1970","Illinois","17",,,"Steward","5537",,,,,,,,,,"Steward",,,,308
"G1705540","1970","Illinois","17",,,"Stickney","5540",,,,,,,,,,"Stickney",,,,6601
"G1705545","1970","Illinois","17",,,"Stillman Valley","5545",,,,,,,,,,"Stillman Valley",,,,871
"G1705550","1970","Illinois","17",,,"Stockton","5550",,,,,,,,,,"Stockton",,,,1930
"G1705555","1970","Illinois","17",,,"Stonefort","5555",,,,,,,,,,"Stonefort",,,,325
"G1705560","1970","Illinois","17",,,"Stone Park","5560",,,,,,,,,,"Stone Park",,,,4451
"G1705565","1970","Illinois","17",,,"Stonington","5565",,,,,,,,,,"Stonington",,,,1096
"G1705570","1970","Illinois","17",,,"Stoy","5570",,,,,,,,,,"Stoy",,,,199
"G1705575","1970","Illinois","17",,,"Strasburg","5575",,,,,,,,,,"Strasburg",,,,456
"G1705580","1970","Illinois","17",,,"Strawn","5580",,,,,,,,,,"Strawn",,,,144
"G1705585","1970","Illinois","17",,,"Streamwood","5585",,,,,,,,,,"Streamwood",,,,18176
"G1705590","1970","Illinois","17",,,"Streator","5590",,,,,,,,,,"Streator",,,,15600
"G1705591","1970","Illinois","17",,,"Streator East (U)","5591",,,,,,,,,,"Streator East (U)",,,,1660
"G1705593","1970","Illinois","17",,,"Streator West (U)","5593",,,,,,,,,,"Streator West (U)",,,,2077
"G1705595","1970","Illinois","17",,,"Stronghurst","5595",,,,,,,,,,"Stronghurst",,,,836
"G1705600","1970","Illinois","17",,,"Sublette","5600",,,,,,,,,,"Sublette",,,,361
"G1705605","1970","Illinois","17",,,"Sugar Grove","5605",,,,,,,,,,"Sugar Grove",,,,1230
"G1705610","1970","Illinois","17",,,"Sullivan","5610",,,,,,,,,,"Sullivan",,,,4112
"G1705615","1970","Illinois","17",,,"Summerfield","5615",,,,,,,,,,"Summerfield",,,,443
"G1705620","1970","Illinois","17",,,"Summit","5620",,,,,,,,,,"Summit",,,,11569
"G1705625","1970","Illinois","17",,,"Sumner","5625",,,,,,,,,,"Sumner",,,,1201
"G1705630","1970","Illinois","17",,,"Sunnyside","5630",,,,,,,,,,"Sunnyside",,,,367
"G1705635","1970","Illinois","17",,,"Swansea","5635",,,,,,,,,,"Swansea",,,,5432
"G1705640","1970","Illinois","17",,,"Sycamore","5640",,,,,,,,,,"Sycamore",,,,7843
"G1705645","1970","Illinois","17",,,"Symerton","5645",,,,,,,,,,"Symerton",,,,155
"G1705650","1970","Illinois","17",,,"Table Grove","5650",,,,,,,,,,"Table Grove",,,,469
"G1705655","1970","Illinois","17",,,"Tallula","5655",,,,,,,,,,"Tallula",,,,643
"G1705660","1970","Illinois","17",,,"Tamaroa","5660",,,,,,,,,,"Tamaroa",,,,799
"G1705665","1970","Illinois","17",,,"Tamms","5665",,,,,,,,,,"Tamms",,,,645
"G1705670","1970","Illinois","17",,,"Tampico","5670",,,,,,,,,,"Tampico",,,,838
"G1705675","1970","Illinois","17",,,"Taylor Springs","5675",,,,,,,,,,"Taylor Springs",,,,620
"G1705680","1970","Illinois","17",,,"Taylorville","5680",,,,,,,,,,"Taylorville",,,,10644
"G1705685","1970","Illinois","17",,,"Tennessee","5685",,,,,,,,,,"Tennessee",,,,179
"G1705690","1970","Illinois","17",,,"Teutopolis","5690",,,,,,,,,,"Teutopolis",,,,1249
"G1705695","1970","Illinois","17",,,"Thawville","5695",,,,,,,,,,"Thawville",,,,271
"G1705700","1970","Illinois","17",,,"Thayer","5700",,,,,,,,,,"Thayer",,,,616
"G1705705","1970","Illinois","17",,,"Thebes","5705",,,,,,,,,,"Thebes",,,,442
"G1705707","1970","Illinois","17",,,"Third Lake","5707",,,,,,,,,,"Third Lake",,,,199
"G1705710","1970","Illinois","17",,,"Thomasboro","5710",,,,,,,,,,"Thomasboro",,,,806
"G1705715","1970","Illinois","17",,,"Thompsonville","5715",,,,,,,,,,"Thompsonville",,,,449
"G1705720","1970","Illinois","17",,,"Thomson","5720",,,,,,,,,,"Thomson",,,,617
"G1705725","1970","Illinois","17",,,"Thornton","5725",,,,,,,,,,"Thornton",,,,3714
"G1705730","1970","Illinois","17",,,"Tilden","5730",,,,,,,,,,"Tilden",,,,909
"G1705735","1970","Illinois","17",,,"Tilton","5735",,,,,,,,,,"Tilton",,,,2544
"G1705740","1970","Illinois","17",,,"Time","5740",,,,,,,,,,"Time",,,,39
"G1705745","1970","Illinois","17",,,"Tinley Park","5745",,,,,,,,,,"Tinley Park",,,,12382
"G1705750","1970","Illinois","17",,,"Tiskilwa","5750",,,,,,,,,,"Tiskilwa",,,,973
"G1705755","1970","Illinois","17",,,"Toledo","5755",,,,,,,,,,"Toledo",,,,1068
"G1705760","1970","Illinois","17",,,"Tolono","5760",,,,,,,,,,"Tolono",,,,2027
"G1705765","1970","Illinois","17",,,"Toluca","5765",,,,,,,,,,"Toluca",,,,1319
"G1705770","1970","Illinois","17",,,"Tonica","5770",,,,,,,,,,"Tonica",,,,821
"G1705775","1970","Illinois","17",,,"Topeka","5775",,,,,,,,,,"Topeka",,,,55
"G1705785","1970","Illinois","17",,,"Toulon","5785",,,,,,,,,,"Toulon",,,,1207
"G1705788","1970","Illinois","17",,,"Tovey","5788",,,,,,,,,,"Tovey",,,,443
"G1705790","1970","Illinois","17",,,"Towanda","5790",,,,,,,,,,"Towanda",,,,578
"G1705795","1970","Illinois","17",,,"Tower Hill","5795",,,,,,,,,,"Tower Hill",,,,683
"G1705797","1970","Illinois","17",,,"Tower Lake","5797",,,,,,,,,,"Tower Lake",,,,863
"G1705800","1970","Illinois","17",,,"Tremont","5800",,,,,,,,,,"Tremont",,,,1942
"G1705805","1970","Illinois","17",,,"Trenton","5805",,,,,,,,,,"Trenton",,,,2328
"G1705810","1970","Illinois","17",,,"Troy","5810",,,,,,,,,,"Troy",,,,2144
"G1705815","1970","Illinois","17",,,"Troy Grove","5815",,,,,,,,,,"Troy Grove",,,,281
"G1705820","1970","Illinois","17",,,"Tuscola","5820",,,,,,,,,,"Tuscola",,,,3917
"G1705825","1970","Illinois","17",,,"Ullin","5825",,,,,,,,,,"Ullin",,,,546
"G1705835","1970","Illinois","17",,,"Union Hill","5835",,,,,,,,,,"Union Hill",,,,156
"G1705837","1970","Illinois","17",,,"Union","5837",,,,,,,,,,"Union",,,,579
"G1705840","1970","Illinois","17",,,"Urbain","5840",,,,,,,,,,"Urbain",,,,49
"G1705845","1970","Illinois","17",,,"Urbana","5845",,,,,,,,,,"Urbana",,,,32800
"G1705847","1970","Illinois","17",,,"Ursa","5847",,,,,,,,,,"Ursa",,,,423
"G1705850","1970","Illinois","17",,,"Valier","5850",,,,,,,,,,"Valier",,,,628
"G1705855","1970","Illinois","17",,,"Valley City","5855",,,,,,,,,,"Valley City",,,,66
"G1705860","1970","Illinois","17",,,"Valley View","5860",,,,,,,,,,"Valley View",,,,1723
"G1705865","1970","Illinois","17",,,"Valmeyer","5865",,,,,,,,,,"Valmeyer",,,,733
"G1705870","1970","Illinois","17",,,"Vandalia","5870",,,,,,,,,,"Vandalia",,,,5160
"G1705875","1970","Illinois","17",,,"Varna","5875",,,,,,,,,,"Varna",,,,417
"G1705880","1970","Illinois","17",,,"Venedy","5880",,,,,,,,,,"Venedy",,,,155
"G1705885","1970","Illinois","17",,,"Venetian Village (U)","5885",,,,,,,,,,"Venetian Village (U)",,,,2554
"G1705890","1970","Illinois","17",,,"Venice","5890",,,,,,,,,,"Venice",,,,4680
"G1705895","1970","Illinois","17",,,"Vergennes","5895",,,,,,,,,,"Vergennes",,,,323
"G1705905","1970","Illinois","17",,,"Vermilion","5905",,,,,,,,,,"Vermilion",,,,333
"G1705910","1970","Illinois","17",,,"Vermont","5910",,,,,,,,,,"Vermont",,,,947
"G1705920","1970","Illinois","17",,,"Vernon Hills","5920",,,,,,,,,,"Vernon Hills",,,,1056
"G1705922","1970","Illinois","17",,,"Vernon","5922",,,,,,,,,,"Vernon",,,,203
"G1705925","1970","Illinois","17",,,"Verona","5925",,,,,,,,,,"Verona",,,,220
"G1705930","1970","Illinois","17",,,"Versailles","5930",,,,,,,,,,"Versailles",,,,429
"G1705935","1970","Illinois","17",,,"Victoria","5935",,,,,,,,,,"Victoria",,,,782
"G1705940","1970","Illinois","17",,,"Vienna","5940",,,,,,,,,,"Vienna",,,,1325
"G1705945","1970","Illinois","17",,,"Villa Grove","5945",,,,,,,,,,"Villa Grove",,,,2605
"G1705947","1970","Illinois","17",,,"Villa Hills (U)","5947",,,,,,,,,,"Villa Hills (U)",,,,1585
"G1705950","1970","Illinois","17",,,"Villa Park","5950",,,,,,,,,,"Villa Park",,,,25891
"G1705955","1970","Illinois","17",,,"Viola","5955",,,,,,,,,,"Viola",,,,946
"G1705960","1970","Illinois","17",,,"Virden","5960",,,,,,,,,,"Virden",,,,3504
"G1705965","1970","Illinois","17",,,"Virginia","5965",,,,,,,,,,"Virginia",,,,1814
"G1705968","1970","Illinois","17",,,"Wadsworth","5968",,,,,,,,,,"Wadsworth",,,,756
"G1705970","1970","Illinois","17",,,"Waggoner","5970",,,,,,,,,,"Waggoner",,,,257
"G1705980","1970","Illinois","17",,,"Walnut Hill","5980",,,,,,,,,,"Walnut Hill",,,,149
"G1705982","1970","Illinois","17",,,"Walnut","5982",,,,,,,,,,"Walnut",,,,1295
"G1705985","1970","Illinois","17",,,"Walshville","5985",,,,,,,,,,"Walshville",,,,100
"G1705990","1970","Illinois","17",,,"Waltonville","5990",,,,,,,,,,"Waltonville",,,,381
"G1705995","1970","Illinois","17",,,"Wamac","5995",,,,,,,,,,"Wamac",,,,1347
"G1706000","1970","Illinois","17",,,"Wapella","6000",,,,,,,,,,"Wapella",,,,572
"G1706005","1970","Illinois","17",,,"Warrensburg","6005",,,,,,,,,,"Warrensburg",,,,738
"G1706010","1970","Illinois","17",,,"Warren","6010",,,,,,,,,,"Warren",,,,1523
"G1706020","1970","Illinois","17",,,"Warrenville","6020",,,,,,,,,,"Warrenville",,,,3854
"G1706025","1970","Illinois","17",,,"Warsaw","6025",,,,,,,,,,"Warsaw",,,,1758
"G1706030","1970","Illinois","17",,,"Washburn","6030",,,,,,,,,,"Washburn",,,,1173
"G1706035","1970","Illinois","17",,,"Washington","6035",,,,,,,,,,"Washington",,,,6790
"G1706040","1970","Illinois","17",,,"Washington Park","6040",,,,,,,,,,"Washington Park",,,,9524
"G1706045","1970","Illinois","17",,,"Wataga","6045",,,,,,,,,,"Wataga",,,,570
"G1706050","1970","Illinois","17",,,"Waterloo","6050",,,,,,,,,,"Waterloo",,,,4546
"G1706055","1970","Illinois","17",,,"Waterman","6055",,,,,,,,,,"Waterman",,,,990
"G1706060","1970","Illinois","17",,,"Watseka","6060",,,,,,,,,,"Watseka",,,,5294
"G1706065","1970","Illinois","17",,,"Watson","6065",,,,,,,,,,"Watson",,,,276
"G1706070","1970","Illinois","17",,,"Wauconda","6070",,,,,,,,,,"Wauconda",,,,5460
"G1706075","1970","Illinois","17",,,"Waukegan","6075",,,,,,,,,,"Waukegan",,,,65269
"G1706080","1970","Illinois","17",,,"Waverly","6080",,,,,,,,,,"Waverly",,,,1442
"G1706090","1970","Illinois","17",,,"Wayne City","6090",,,,,,,,,,"Wayne City",,,,985
"G1706095","1970","Illinois","17",,,"Waynesville","6095",,,,,,,,,,"Waynesville",,,,522
"G1706097","1970","Illinois","17",,,"Wayne","6097",,,,,,,,,,"Wayne",,,,572
"G1706100","1970","Illinois","17",,,"Weldon","6100",,,,,,,,,,"Weldon",,,,553
"G1706105","1970","Illinois","17",,,"Wellington","6105",,,,,,,,,,"Wellington",,,,410
"G1706110","1970","Illinois","17",,,"Wenona","6110",,,,,,,,,,"Wenona",,,,1080
"G1706115","1970","Illinois","17",,,"Wenonah","6115",,,,,,,,,,"Wenonah",,,,92
"G1706120","1970","Illinois","17",,,"West Brooklyn","6120",,,,,,,,,,"West Brooklyn",,,,225
"G1706125","1970","Illinois","17",,,"Westchester","6125",,,,,,,,,,"Westchester",,,,20033
"G1706130","1970","Illinois","17",,,"West Chicago","6130",,,,,,,,,,"West Chicago",,,,10111
"G1706135","1970","Illinois","17",,,"West City","6135",,,,,,,,,,"West City",,,,637
"G1706140","1970","Illinois","17",,,"West Dundee","6140",,,,,,,,,,"West Dundee",,,,3295
"G1706143","1970","Illinois","17",,,"West End (U)","6143",,,,,,,,,,"West End (U)",,,,7554
"G1706145","1970","Illinois","17",,,"Western Springs","6145",,,,,,,,,,"Western Springs",,,,12147
"G1706150","1970","Illinois","17",,,"Westfield","6150",,,,,,,,,,"Westfield",,,,678
"G1706155","1970","Illinois","17",,,"West Frankfort","6155",,,,,,,,,,"West Frankfort",,,,8836
"G1706157","1970","Illinois","17",,,"Westhaven","6157",,,,,,,,,,"Westhaven",,,,470
"G1706165","1970","Illinois","17",,,"Westmont","6165",,,,,,,,,,"Westmont",,,,8482
"G1706168","1970","Illinois","17",,,"West Peoria (U)","6168",,,,,,,,,,"West Peoria (U)",,,,6873
"G1706170","1970","Illinois","17",,,"West Point","6170",,,,,,,,,,"West Point",,,,237
"G1706175","1970","Illinois","17",,,"West Salem","6175",,,,,,,,,,"West Salem",,,,979
"G1706185","1970","Illinois","17",,,"Westville","6185",,,,,,,,,,"Westville",,,,3655
"G1706190","1970","Illinois","17",,,"Wheaton","6190",,,,,,,,,,"Wheaton",,,,31138
"G1706195","1970","Illinois","17",,,"Wheeler","6195",,,,,,,,,,"Wheeler",,,,173
"G1706200","1970","Illinois","17",,,"Wheeling","6200",,,,,,,,,,"Wheeling",,,,14746
"G1706205","1970","Illinois","17",,,"Whiteash","6205",,,,,,,,,,"Whiteash",,,,181
"G1706210","1970","Illinois","17",,,"White City","6210",,,,,,,,,,"White City",,,,196
"G1706215","1970","Illinois","17",,,"White Hall","6215",,,,,,,,,,"White Hall",,,,2979
"G1706220","1970","Illinois","17",,,"Williamsfield","6220",,,,,,,,,,"Williamsfield",,,,552
"G1706225","1970","Illinois","17",,,"Williamson","6225",,,,,,,,,,"Williamson",,,,324
"G1706230","1970","Illinois","17",,,"Williamsville","6230",,,,,,,,,,"Williamsville",,,,923
"G1706235","1970","Illinois","17",,,"Willisville","6235",,,,,,,,,,"Willisville",,,,659
"G1706240","1970","Illinois","17",,,"Willowbrook","6240",,,,,,,,,,"Willowbrook",,,,1169
"G1706245","1970","Illinois","17",,,"Willow Hill","6245",,,,,,,,,,"Willow Hill",,,,296
"G1706250","1970","Illinois","17",,,"Willow Springs","6250",,,,,,,,,,"Willow Springs",,,,3318
"G1706255","1970","Illinois","17",,,"Wilmette","6255",,,,,,,,,,"Wilmette",,,,32134
"G1706260","1970","Illinois","17",,,"Wilmington","6260",,,,,,,,,,"Wilmington",,,,4335
"G1706265","1970","Illinois","17",,,"Wilmington","6265",,,,,,,,,,"Wilmington",,,,141
"G1706270","1970","Illinois","17",,,"Wilsonville","6270",,,,,,,,,,"Wilsonville",,,,691
"G1706275","1970","Illinois","17",,,"Winchester","6275",,,,,,,,,,"Winchester",,,,1788
"G1706280","1970","Illinois","17",,,"Windsor","6280",,,,,,,,,,"Windsor",,,,1126
"G1706285","1970","Illinois","17",,,"Windsor","6285",,,,,,,,,,"Windsor",,,,723
"G1706295","1970","Illinois","17",,,"Winfield","6295",,,,,,,,,,"Winfield",,,,4285
"G1706300","1970","Illinois","17",,,"Winnebago","6300",,,,,,,,,,"Winnebago",,,,1285
"G1706305","1970","Illinois","17",,,"Winnetka","6305",,,,,,,,,,"Winnetka",,,,14131
"G1706310","1970","Illinois","17",,,"Winslow","6310",,,,,,,,,,"Winslow",,,,330
"G1706315","1970","Illinois","17",,,"Winthrop Harbor","6315",,,,,,,,,,"Winthrop Harbor",,,,4794
"G1706320","1970","Illinois","17",,,"Witt","6320",,,,,,,,,,"Witt",,,,1040
"G1706325","1970","Illinois","17",,,"Wonder Lake (U)","6325",,,,,,,,,,"Wonder Lake (U)",,,,4806
"G1706330","1970","Illinois","17",,,"Wood Dale","6330",,,,,,,,,,"Wood Dale",,,,8831
"G1706335","1970","Illinois","17",,,"Woodhull","6335",,,,,,,,,,"Woodhull",,,,898
"G1706340","1970","Illinois","17",,,"Woodland","6340",,,,,,,,,,"Woodland",,,,350
"G1706345","1970","Illinois","17",,,"Woodlawn","6345",,,,,,,,,,"Woodlawn",,,,308
"G1706350","1970","Illinois","17",,,"Woodridge","6350",,,,,,,,,,"Woodridge",,,,11028
"G1706355","1970","Illinois","17",,,"Wood River","6355",,,,,,,,,,"Wood River",,,,13186
"G1706360","1970","Illinois","17",,,"Woodson","6360",,,,,,,,,,"Woodson",,,,384
"G1706365","1970","Illinois","17",,,"Woodstock","6365",,,,,,,,,,"Woodstock",,,,10226
"G1706370","1970","Illinois","17",,,"Worden","6370",,,,,,,,,,"Worden",,,,1091
"G1706375","1970","Illinois","17",,,"Worth","6375",,,,,,,,,,"Worth",,,,11999
"G1706380","1970","Illinois","17",,,"Wyanet","6380",,,,,,,,,,"Wyanet",,,,1005
"G1706385","1970","Illinois","17",,,"Wyoming","6385",,,,,,,,,,"Wyoming",,,,1563
"G1706390","1970","Illinois","17",,,"Xenia","6390",,,,,,,,,,"Xenia",,,,464
"G1706395","1970","Illinois","17",,,"Yale","6395",,,,,,,,,,"Yale",,,,108
"G1706400","1970","Illinois","17",,,"Yates City","6400",,,,,,,,,,"Yates City",,,,840
"G1706405","1970","Illinois","17",,,"Yorkville","6405",,,,,,,,,,"Yorkville",,,,2049
"G1706410","1970","Illinois","17",,,"Zeigler","6410",,,,,,,,,,"Zeigler",,,,1940
"G1706415","1970","Illinois","17",,,"Zion","6415",,,,,,,,,,"Zion",,,,17268
"G1800005","1970","Indiana","18",,,"Advance","0005",,,,,,,,,,"Advance",,,,561
"G1800010","1970","Indiana","18",,,"Akron","0010",,,,,,,,,,"Akron",,,,1019
"G1800015","1970","Indiana","18",,,"Alamo","0015",,,,,,,,,,"Alamo",,,,145
"G1800020","1970","Indiana","18",,,"Albany","0020",,,,,,,,,,"Albany",,,,2293
"G1800025","1970","Indiana","18",,,"Albion","0025",,,,,,,,,,"Albion",,,,1498
"G1800030","1970","Indiana","18",,,"Alexandria","0030",,,,,,,,,,"Alexandria",,,,5097
"G1800035","1970","Indiana","18",,,"Alfordsville","0035",,,,,,,,,,"Alfordsville",,,,105
"G1800040","1970","Indiana","18",,,"Alton","0040",,,,,,,,,,"Alton",,,,56
"G1800045","1970","Indiana","18",,,"Altona","0045",,,,,,,,,,"Altona",,,,269
"G1800050","1970","Indiana","18",,,"Ambia","0050",,,,,,,,,,"Ambia",,,,300
