GISJOIN,YEAR,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,ENUMDISTA,CMSA,SMSAA,URB_AREAA,BLCK_GRPA,ANXTERRA,URBRURALA,CDA,AREANAME,CENCNTY,CBD,SEA,CBC001
"G3102560","1970","Nebraska","31",,,"Washington","2560",,,,,,,,,,"Washington",,,,76
"G3102565","1970","Nebraska","31",,,"Waterbury","2565",,,,,,,,,,"Waterbury",,,,81
"G3102570","1970","Nebraska","31",,,"Waterloo","2570",,,,,,,,,,"Waterloo",,,,455
"G3102575","1970","Nebraska","31",,,"Wauneta","2575",,,,,,,,,,"Wauneta",,,,738
"G3102580","1970","Nebraska","31",,,"Wausa","2580",,,,,,,,,,"Wausa",,,,720
"G3102585","1970","Nebraska","31",,,"Waverly","2585",,,,,,,,,,"Waverly",,,,1152
"G3102590","1970","Nebraska","31",,,"Wayne","2590",,,,,,,,,,"Wayne",,,,5379
"G3102595","1970","Nebraska","31",,,"Weeping Water","2595",,,,,,,,,,"Weeping Water",,,,1143
"G3102600","1970","Nebraska","31",,,"Wellfleet","2600",,,,,,,,,,"Wellfleet",,,,51
"G3102605","1970","Nebraska","31",,,"Western","2605",,,,,,,,,,"Western",,,,344
"G3102615","1970","Nebraska","31",,,"Weston","2615",,,,,,,,,,"Weston",,,,285
"G3102620","1970","Nebraska","31",,,"West Point","2620",,,,,,,,,,"West Point",,,,3385
"G3102625","1970","Nebraska","31",,,"Whitney","2625",,,,,,,,,,"Whitney",,,,82
"G3102630","1970","Nebraska","31",,,"Wilber","2630",,,,,,,,,,"Wilber",,,,1483
"G3102635","1970","Nebraska","31",,,"Wilcox","2635",,,,,,,,,,"Wilcox",,,,280
"G3102640","1970","Nebraska","31",,,"Wilsonville","2640",,,,,,,,,,"Wilsonville",,,,266
"G3102645","1970","Nebraska","31",,,"Winnebago","2645",,,,,,,,,,"Winnebago",,,,675
"G3102650","1970","Nebraska","31",,,"Winnetoon","2650",,,,,,,,,,"Winnetoon",,,,84
"G3102655","1970","Nebraska","31",,,"Winside","2655",,,,,,,,,,"Winside",,,,453
"G3102660","1970","Nebraska","31",,,"Winslow","2660",,,,,,,,,,"Winslow",,,,145
"G3102665","1970","Nebraska","31",,,"Wisner","2665",,,,,,,,,,"Wisner",,,,1315
"G3102670","1970","Nebraska","31",,,"Wolbach","2670",,,,,,,,,,"Wolbach",,,,366
"G3102675","1970","Nebraska","31",,,"Wood Lake","2675",,,,,,,,,,"Wood Lake",,,,117
"G3102680","1970","Nebraska","31",,,"Wood River","2680",,,,,,,,,,"Wood River",,,,1061
"G3102685","1970","Nebraska","31",,,"Wymore","2685",,,,,,,,,,"Wymore",,,,1790
"G3102690","1970","Nebraska","31",,,"Wynot","2690",,,,,,,,,,"Wynot",,,,226
"G3102695","1970","Nebraska","31",,,"York","2695",,,,,,,,,,"York",,,,6778
"G3102700","1970","Nebraska","31",,,"Yutan","2700",,,,,,,,,,"Yutan",,,,507
"G3200005","1970","Nevada","32",,,"Babbitt (U)","0005",,,,,,,,,,"Babbitt (U)",,,,1579
"G3200007","1970","Nevada","32",,,"Battle Mountain (U)","0007",,,,,,,,,,"Battle Mountain (U)",,,,1856
"G3200010","1970","Nevada","32",,,"Boulder City","0010",,,,,,,,,,"Boulder City",,,,5223
"G3200015","1970","Nevada","32",,,"Caliente","0015",,,,,,,,,,"Caliente",,,,916
"G3200020","1970","Nevada","32",,,"Carlin","0020",,,,,,,,,,"Carlin",,,,1313
"G3200025","1970","Nevada","32",,,"Carson City","0025",,,,,,,,,,"Carson City",,,,15468
"G3200030","1970","Nevada","32",,,"East Ely (U)","0030",,,,,,,,,,"East Ely (U)",,,,1992
"G3200032","1970","Nevada","32",,,"East Las Vegas (U)","0032",,,,,,,,,,"East Las Vegas (U)",,,,6501
"G3200035","1970","Nevada","32",,,"Elko","0035",,,,,,,,,,"Elko",,,,7621
"G3200040","1970","Nevada","32",,,"Ely","0040",,,,,,,,,,"Ely",,,,4176
"G3200045","1970","Nevada","32",,,"Fallon","0045",,,,,,,,,,"Fallon",,,,2959
"G3200047","1970","Nevada","32",,,"Fallon Station (U)","0047",,,,,,,,,,"Fallon Station (U)",,,,1045
"G3200050","1970","Nevada","32",,,"Gabbs","0050",,,,,,,,,,"Gabbs",,,,874
"G3200052","1970","Nevada","32",,,"Gardnerville-Minden (U)","0052",,,,,,,,,,"Gardnerville-Minden (U)",,,,1320
"G3200055","1970","Nevada","32",,,"Hawthorne (U)","0055",,,,,,,,,,"Hawthorne (U)",,,,3539
"G3200060","1970","Nevada","32",,,"Henderson","0060",,,,,,,,,,"Henderson",,,,16395
"G3200065","1970","Nevada","32",,,"Las Vegas","0065",,,,,,,,,,"Las Vegas",,,,125787
"G3200070","1970","Nevada","32",,,"Lovelock","0070",,,,,,,,,,"Lovelock",,,,1571
"G3200075","1970","Nevada","32",,,"Mc Gill (U)","0075",,,,,,,,,,"Mc Gill (U)",,,,2164
"G3200077","1970","Nevada","32",,,"Nellis (U)","0077",,,,,,,,,,"Nellis (U)",,,,6449
"G3200080","1970","Nevada","32",,,"North Las Vegas","0080",,,,,,,,,,"North Las Vegas",,,,36216
"G3200082","1970","Nevada","32",,,"Paradise (U)","0082",,,,,,,,,,"Paradise (U)",,,,24477
"G3200090","1970","Nevada","32",,,"Reno","0090",,,,,,,,,,"Reno",,,,72863
"G3200100","1970","Nevada","32",,,"Sparks","0100",,,,,,,,,,"Sparks",,,,24187
"G3200102","1970","Nevada","32",,,"Sunrise Manor (U)","0102",,,,,,,,,,"Sunrise Manor (U)",,,,10886
"G3200103","1970","Nevada","32",,,"Sun Valley (U)","0103",,,,,,,,,,"Sun Valley (U)",,,,2414
"G3200105","1970","Nevada","32",,,"Tonopah (U)","0105",,,,,,,,,,"Tonopah (U)",,,,1716
"G3200107","1970","Nevada","32",,,"Vegas Creek (U)","0107",,,,,,,,,,"Vegas Creek (U)",,,,8970
"G3200120","1970","Nevada","32",,,"Wells","0120",,,,,,,,,,"Wells",,,,1081
"G3200127","1970","Nevada","32",,,"Winchester (U)","0127",,,,,,,,,,"Winchester (U)",,,,13981
"G3200130","1970","Nevada","32",,,"Winnemucca","0130",,,,,,,,,,"Winnemucca",,,,3587
"G3200135","1970","Nevada","32",,,"Yerington","0135",,,,,,,,,,"Yerington",,,,2010
"G3300100","1970","New Hampshire","33",,,"Ashland Compact (U)","0100",,,,,,,,,,"Ashland Compact (U)",,,,1391
"G3300230","1970","New Hampshire","33",,,"Berlin","0230",,,,,,,,,,"Berlin",,,,15256
"G3300310","1970","New Hampshire","33",,,"Bristol Compact (U)","0310",,,,,,,,,,"Bristol Compact (U)",,,,1080
"G3300410","1970","New Hampshire","33",,,"Charlestown Compact (U)","0410",,,,,,,,,,"Charlestown Compact (U)",,,,1285
"G3300470","1970","New Hampshire","33",,,"Claremont","0470",,,,,,,,,,"Claremont",,,,14221
"G3300490","1970","New Hampshire","33",,,"Colebrook Compact (U)","0490",,,,,,,,,,"Colebrook Compact (U)",,,,1070
"G3300520","1970","New Hampshire","33",,,"Concord","0520",,,,,,,,,,"Concord",,,,30022
"G3300530","1970","New Hampshire","33",,,"Conway Compact (U)","0530",,,,,,,,,,"Conway Compact (U)",,,,1489
"G3300620","1970","New Hampshire","33",,,"Derry Compact (U)","0620",,,,,,,,,,"Derry Compact (U)",,,,6090
"G3300650","1970","New Hampshire","33",,,"Dover","0650",,,,,,,,,,"Dover",,,,20850
"G3300690","1970","New Hampshire","33",,,"Durham Compact (U)","0690",,,,,,,,,,"Durham Compact (U)",,,,7221
"G3300760","1970","New Hampshire","33",,,"Enfield Compact (U)","0760",,,,,,,,,,"Enfield Compact (U)",,,,1408
"G3300779","1970","New Hampshire","33",,,"Epping Compact (U)","0779",,,,,,,,,,"Epping Compact (U)",,,,1097
"G3300810","1970","New Hampshire","33",,,"Exeter Compact (U)","0810",,,,,,,,,,"Exeter Compact (U)",,,,6439
"G3300830","1970","New Hampshire","33",,,"Farmington Compact (U)","0830",,,,,,,,,,"Farmington Compact (U)",,,,2884
"G3300880","1970","New Hampshire","33",,,"Franklin","0880",,,,,,,,,,"Franklin",,,,7292
"G3300940","1970","New Hampshire","33",,,"Goffstown Compact (U)","0940",,,,,,,,,,"Goffstown Compact (U)",,,,2272
"G3300960","1970","New Hampshire","33",,,"Gorham Compact (U)","0960",,,,,,,,,,"Gorham Compact (U)",,,,2020
"G3301030","1970","New Hampshire","33",,,"Greenville Compact (U)","1030",,,,,,,,,,"Greenville Compact (U)",,,,1332
"G3301060","1970","New Hampshire","33",,,"Groveton (U)","1060",,,,,,,,,,"Groveton (U)",,,,1597
"G3301090","1970","New Hampshire","33",,,"Hampton Compact (U)","1090",,,,,,,,,,"Hampton Compact (U)",,,,5407
"G3301130","1970","New Hampshire","33",,,"Hanover Compact (U)","1130",,,,,,,,,,"Hanover Compact (U)",,,,6147
"G3301210","1970","New Hampshire","33",,,"Hillsborough Compact (U)","1210",,,,,,,,,,"Hillsborough Compact (U)",,,,1784
"G3301240","1970","New Hampshire","33",,,"Hinsdale Compact (U)","1240",,,,,,,,,,"Hinsdale Compact (U)",,,,1059
"G3301279","1970","New Hampshire","33",,,"Hooksett Compact (U)","1279",,,,,,,,,,"Hooksett Compact (U)",,,,1303
"G3301330","1970","New Hampshire","33",,,"Jaffrey Compact (U)","1330",,,,,,,,,,"Jaffrey Compact (U)",,,,1922
"G3301360","1970","New Hampshire","33",,,"Keene","1360",,,,,,,,,,"Keene",,,,20467
"G3301390","1970","New Hampshire","33",,,"Laconia","1390",,,,,,,,,,"Laconia",,,,14888
"G3301400","1970","New Hampshire","33",,,"Lancaster Compact (U)","1400",,,,,,,,,,"Lancaster Compact (U)",,,,2120
"G3301440","1970","New Hampshire","33",,,"Lebanon","1440",,,,,,,,,,"Lebanon",,,,9725
"G3301490","1970","New Hampshire","33",,,"Lisbon Compact (U)","1490",,,,,,,,,,"Lisbon Compact (U)",,,,1247
"G3301520","1970","New Hampshire","33",,,"Littleton Compact (U)","1520",,,,,,,,,,"Littleton Compact (U)",,,,4180
"G3301610","1970","New Hampshire","33",,,"Manchester","1610",,,,,,,,,,"Manchester",,,,87754
"G3301620","1970","New Hampshire","33",,,"Marlborough Compact (U)","1620",,,,,,,,,,"Marlborough Compact (U)",,,,1231
"G3301660","1970","New Hampshire","33",,,"Meredith Compact (U)","1660",,,,,,,,,,"Meredith Compact (U)",,,,1017
"G3301710","1970","New Hampshire","33",,,"Milford Compact (U)","1710",,,,,,,,,,"Milford Compact (U)",,,,4997
"G3301770","1970","New Hampshire","33",,,"Nashua","1770",,,,,,,,,,"Nashua",,,,55820
"G3301870","1970","New Hampshire","33",,,"New London Compact (U)","1870",,,,,,,,,,"New London Compact (U)",,,,1347
"G3301890","1970","New Hampshire","33",,,"Newmarket Compact (U)","1890",,,,,,,,,,"Newmarket Compact (U)",,,,2645
"G3301910","1970","New Hampshire","33",,,"Newport Compact (U)","1910",,,,,,,,,,"Newport Compact (U)",,,,3296
"G3301940","1970","New Hampshire","33",,,"North Conway (U)","1940",,,,,,,,,,"North Conway (U)",,,,1723
"G3302070","1970","New Hampshire","33",,,"Peterborough Compact (U)","2070",,,,,,,,,,"Peterborough Compact (U)",,,,2078
"G3302110","1970","New Hampshire","33",,,"Pittsfield Compact (U)","2110",,,,,,,,,,"Pittsfield Compact (U)",,,,1662
"G3302150","1970","New Hampshire","33",,,"Plymouth Compact (U)","2150",,,,,,,,,,"Plymouth Compact (U)",,,,3109
"G3302170","1970","New Hampshire","33",,,"Portsmouth","2170",,,,,,,,,,"Portsmouth",,,,25717
"G3302220","1970","New Hampshire","33",,,"Rochester","2220",,,,,,,,,,"Rochester",,,,17938
"G3302370","1970","New Hampshire","33",,,"Somersworth","2370",,,,,,,,,,"Somersworth",,,,9026
"G3302480","1970","New Hampshire","33",,,"Suncook (U)","2480",,,,,,,,,,"Suncook (U)",,,,4280
"G3302550","1970","New Hampshire","33",,,"Tilton-Northfield Compact (U)","2550",,,,,,,,,,"Tilton-Northfield Compact (U)",,,,2420
"G3302570","1970","New Hampshire","33",,,"Troy Compact (U)","2570",,,,,,,,,,"Troy Compact (U)",,,,1123
"G3302730","1970","New Hampshire","33",,,"Whitefield Compact (U)","2730",,,,,,,,,,"Whitefield Compact (U)",,,,1093
"G3302760","1970","New Hampshire","33",,,"Wilton Compact (U)","2760",,,,,,,,,,"Wilton Compact (U)",,,,1161
"G3302820","1970","New Hampshire","33",,,"Wolfeboro Compact (U)","2820",,,,,,,,,,"Wolfeboro Compact (U)",,,,1718
"G3302850","1970","New Hampshire","33",,,"Woodsville (U)","2850",,,,,,,,,,"Woodsville (U)",,,,1336
"G3400005","1970","New Jersey","34",,,"Absecon","0005",,,,,,,,,,"Absecon",,,,6094
"G3400025","1970","New Jersey","34",,,"Allendale","0025",,,,,,,,,,"Allendale",,,,6240
"G3400030","1970","New Jersey","34",,,"Allenhurst","0030",,,,,,,,,,"Allenhurst",,,,1012
"G3400035","1970","New Jersey","34",,,"Allentown","0035",,,,,,,,,,"Allentown",,,,1603
"G3400050","1970","New Jersey","34",,,"Alpha","0050",,,,,,,,,,"Alpha",,,,2829
"G3400055","1970","New Jersey","34",,,"Alpine","0055",,,,,,,,,,"Alpine",,,,1344
"G3400065","1970","New Jersey","34",,,"Andover","0065",,,,,,,,,,"Andover",,,,813
"G3400070","1970","New Jersey","34",,,"Asbury Park","0070",,,,,,,,,,"Asbury Park",,,,16533
"G3400075","1970","New Jersey","34",,,"Atlantic City","0075",,,,,,,,,,"Atlantic City",,,,47859
"G3400085","1970","New Jersey","34",,,"Atlantic Highlands","0085",,,,,,,,,,"Atlantic Highlands",,,,5102
"G3400090","1970","New Jersey","34",,,"Audubon","0090",,,,,,,,,,"Audubon",,,,10802
"G3400095","1970","New Jersey","34",,,"Audubon Park","0095",,,,,,,,,,"Audubon Park",,,,1492
"G3400100","1970","New Jersey","34",,,"Avalon","0100",,,,,,,,,,"Avalon",,,,1283
"G3400105","1970","New Jersey","34",,,"Avon-By-The-Sea","0105",,,,,,,,,,"Avon-By-The-Sea",,,,2163
"G3401110","1970","New Jersey","34",,,"Barnegat Light","1110",,,,,,,,,,"Barnegat Light",,,,554
"G3401115","1970","New Jersey","34",,,"Barrington","1115",,,,,,,,,,"Barrington",,,,8409
"G3401130","1970","New Jersey","34",,,"Bay Head","1130",,,,,,,,,,"Bay Head",,,,1083
"G3401135","1970","New Jersey","34",,,"Bayonne","1135",,,,,,,,,,"Bayonne",,,,72743
"G3401140","1970","New Jersey","34",,,"Beach Haven","1140",,,,,,,,,,"Beach Haven",,,,1488
"G3401145","1970","New Jersey","34",,,"Beachwood","1145",,,,,,,,,,"Beachwood",,,,4390
"G3401155","1970","New Jersey","34",,,"Belleville","1155",,,,,,,,,,"Belleville",,,,34643
"G3401160","1970","New Jersey","34",,,"Bellmawr","1160",,,,,,,,,,"Bellmawr",,,,15618
"G3401165","1970","New Jersey","34",,,"Belmar","1165",,,,,,,,,,"Belmar",,,,5782
"G3401170","1970","New Jersey","34",,,"Belvidere","1170",,,,,,,,,,"Belvidere",,,,2641
"G3401175","1970","New Jersey","34",,,"Bergenfield","1175",,,,,,,,,,"Bergenfield",,,,33131
"G3401190","1970","New Jersey","34",,,"Berlin","1190",,,,,,,,,,"Berlin",,,,4997
"G3401205","1970","New Jersey","34",,,"Bernardsville","1205",,,,,,,,,,"Bernardsville",,,,6652
"G3401215","1970","New Jersey","34",,,"Beverly","1215",,,,,,,,,,"Beverly",,,,3105
"G3401235","1970","New Jersey","34",,,"Bloomfield","1235",,,,,,,,,,"Bloomfield",,,,52029
"G3401240","1970","New Jersey","34",,,"Bloomingdale","1240",,,,,,,,,,"Bloomingdale",,,,7797
"G3401245","1970","New Jersey","34",,,"Bloomsbury","1245",,,,,,,,,,"Bloomsbury",,,,879
"G3401250","1970","New Jersey","34",,,"Bogota","1250",,,,,,,,,,"Bogota",,,,8125
"G3401260","1970","New Jersey","34",,,"Boonton","1260",,,,,,,,,,"Boonton",,,,9261
"G3401265","1970","New Jersey","34",,,"Bordentown","1265",,,,,,,,,,"Bordentown",,,,4490
"G3401275","1970","New Jersey","34",,,"Bound Brook","1275",,,,,,,,,,"Bound Brook",,,,10450
"G3401280","1970","New Jersey","34",,,"Bradley Beach","1280",,,,,,,,,,"Bradley Beach",,,,4163
"G3401295","1970","New Jersey","34",,,"Branchville","1295",,,,,,,,,,"Branchville",,,,911
"G3401310","1970","New Jersey","34",,,"Bridgeton","1310",,,,,,,,,,"Bridgeton",,,,20435
"G3401320","1970","New Jersey","34",,,"Brielle","1320",,,,,,,,,,"Brielle",,,,3594
"G3401325","1970","New Jersey","34",,,"Brigantine","1325",,,,,,,,,,"Brigantine",,,,6741
"G3401330","1970","New Jersey","34",,,"Brooklawn","1330",,,,,,,,,,"Brooklawn",,,,2870
"G3401337","1970","New Jersey","34",,,"Browns Mills (U)","1337",,,,,,,,,,"Browns Mills (U)",,,,7144
"G3401340","1970","New Jersey","34",,,"Budd Lake (U)","1340",,,,,,,,,,"Budd Lake (U)",,,,3168
"G3401345","1970","New Jersey","34",,,"Buena","1345",,,,,,,,,,"Buena",,,,3283
"G3401355","1970","New Jersey","34",,,"Burlington","1355",,,,,,,,,,"Burlington",,,,11991
"G3401365","1970","New Jersey","34",,,"Butler","1365",,,,,,,,,,"Butler",,,,7051
"G3401380","1970","New Jersey","34",,,"Caldwell","1380",,,,,,,,,,"Caldwell",,,,8719
"G3401385","1970","New Jersey","34",,,"Califon","1385",,,,,,,,,,"Califon",,,,970
"G3401390","1970","New Jersey","34",,,"Camden","1390",,,,,,,,,,"Camden",,,,102551
"G3401392","1970","New Jersey","34",,,"Candlewood (U)","1392",,,,,,,,,,"Candlewood (U)",,,,5629
"G3401395","1970","New Jersey","34",,,"Cape May","1395",,,,,,,,,,"Cape May",,,,4392
"G3401400","1970","New Jersey","34",,,"Cape May Court House (U)","1400",,,,,,,,,,"Cape May Court House (U)",,,,2062
"G3401405","1970","New Jersey","34",,,"Cape May Point","1405",,,,,,,,,,"Cape May Point",,,,204
"G3401410","1970","New Jersey","34",,,"Carlstadt","1410",,,,,,,,,,"Carlstadt",,,,7947
"G3401415","1970","New Jersey","34",,,"Carteret","1415",,,,,,,,,,"Carteret",,,,23137
"G3401435","1970","New Jersey","34",,,"Chatham","1435",,,,,,,,,,"Chatham",,,,9566
"G3401445","1970","New Jersey","34",,,"Chesilhurst","1445",,,,,,,,,,"Chesilhurst",,,,801
"G3401450","1970","New Jersey","34",,,"Chester","1450",,,,,,,,,,"Chester",,,,1299
"G3401475","1970","New Jersey","34",,,"Clayton","1475",,,,,,,,,,"Clayton",,,,5193
"G3401480","1970","New Jersey","34",,,"Clementon","1480",,,,,,,,,,"Clementon",,,,4492
"G3401485","1970","New Jersey","34",,,"Cliffside Park","1485",,,,,,,,,,"Cliffside Park",,,,14387
"G3401487","1970","New Jersey","34",,,"Cliffwood-Cliffwood Beach (U)","1487",,,,,,,,,,"Cliffwood-Cliffwood Beach (U)",,,,7056
"G3401490","1970","New Jersey","34",,,"Clifton","1490",,,,,,,,,,"Clifton",,,,82437
"G3401495","1970","New Jersey","34",,,"Clinton","1495",,,,,,,,,,"Clinton",,,,1742
"G3401505","1970","New Jersey","34",,,"Closter","1505",,,,,,,,,,"Closter",,,,8604
"G3401510","1970","New Jersey","34",,,"Collingswood","1510",,,,,,,,,,"Collingswood",,,,17422
"G3401520","1970","New Jersey","34",,,"Corbin City","1520",,,,,,,,,,"Corbin City",,,,258
"G3401531","1970","New Jersey","34",,,"Cranbury Center (U)","1531",,,,,,,,,,"Cranbury Center (U)",,,,1253
"G3401540","1970","New Jersey","34",,,"Cresskill","1540",,,,,,,,,,"Cresskill",,,,7164
"G3401545","1970","New Jersey","34",,,"Deal","1545",,,,,,,,,,"Deal",,,,2401
"G3401585","1970","New Jersey","34",,,"Demarest","1585",,,,,,,,,,"Demarest",,,,6262
"G3401605","1970","New Jersey","34",,,"Dover","1605",,,,,,,,,,"Dover",,,,15039
"G3401620","1970","New Jersey","34",,,"Dumont","1620",,,,,,,,,,"Dumont",,,,17534
"G3401625","1970","New Jersey","34",,,"Dunellen","1625",,,,,,,,,,"Dunellen",,,,7072
"G3401660","1970","New Jersey","34",,,"East Newark","1660",,,,,,,,,,"East Newark",,,,1922
"G3401665","1970","New Jersey","34",,,"East Orange","1665",,,,,,,,,,"East Orange",,,,75471
"G3401670","1970","New Jersey","34",,,"East Paterson","1670",,,,,,,,,,"East Paterson",,,,22749
"G3401675","1970","New Jersey","34",,,"East Rutherford","1675",,,,,,,,,,"East Rutherford",,,,8536
"G3401685","1970","New Jersey","34",,,"Eatontown","1685",,,,,,,,,,"Eatontown",,,,14619
"G3401690","1970","New Jersey","34",,,"Edgewater","1690",,,,,,,,,,"Edgewater",,,,4849
"G3401705","1970","New Jersey","34",,,"Egg Harbor City","1705",,,,,,,,,,"Egg Harbor City",,,,4304
"G3401715","1970","New Jersey","34",,,"Elizabeth","1715",,,,,,,,,,"Elizabeth",,,,112654
"G3401725","1970","New Jersey","34",,,"Elmer","1725",,,,,,,,,,"Elmer",,,,1592
"G3401735","1970","New Jersey","34",,,"Emerson","1735",,,,,,,,,,"Emerson",,,,8428
"G3401740","1970","New Jersey","34",,,"Englewood","1740",,,,,,,,,,"Englewood",,,,24985
"G3401745","1970","New Jersey","34",,,"Englewood Cliffs","1745",,,,,,,,,,"Englewood Cliffs",,,,5938
"G3401750","1970","New Jersey","34",,,"Englishtown","1750",,,,,,,,,,"Englishtown",,,,1048
"G3401755","1970","New Jersey","34",,,"Esponong (U)","1755",,,,,,,,,,"Esponong (U)",,,,1941
"G3401760","1970","New Jersey","34",,,"Essex Fells","1760",,,,,,,,,,"Essex Fells",,,,2541
"G3401765","1970","New Jersey","34",,,"Estell Manor","1765",,,,,,,,,,"Estell Manor",,,,539
"G3401780","1970","New Jersey","34",,,"Fairfield","1780",,,,,,,,,,"Fairfield",,,,6731
"G3401785","1970","New Jersey","34",,,"Fair Haven","1785",,,,,,,,,,"Fair Haven",,,,6142
"G3401790","1970","New Jersey","34",,,"Fair Lawn","1790",,,,,,,,,,"Fair Lawn",,,,37975
"G3401795","1970","New Jersey","34",,,"Fairview","1795",,,,,,,,,,"Fairview",,,,10698
"G3401805","1970","New Jersey","34",,,"Fanwood","1805",,,,,,,,,,"Fanwood",,,,8920
"G3401810","1970","New Jersey","34",,,"Far Hills","1810",,,,,,,,,,"Far Hills",,,,780
"G3401815","1970","New Jersey","34",,,"Farmingdale","1815",,,,,,,,,,"Farmingdale",,,,1148
"G3401820","1970","New Jersey","34",,,"Fieldsboro","1820",,,,,,,,,,"Fieldsboro",,,,615
"G3401825","1970","New Jersey","34",,,"Flemington","1825",,,,,,,,,,"Flemington",,,,3917
"G3401833","1970","New Jersey","34",,,"Florence-Roebling (U)","1833",,,,,,,,,,"Florence-Roebling (U)",,,,7551
"G3401840","1970","New Jersey","34",,,"Florham Park","1840",,,,,,,,,,"Florham Park",,,,8094
"G3401845","1970","New Jersey","34",,,"Folsom","1845",,,,,,,,,,"Folsom",,,,1767
"G3401846","1970","New Jersey","34",,,"Forked River (U)","1846",,,,,,,,,,"Forked River (U)",,,,1422
"G3401847","1970","New Jersey","34",,,"Fort Dix (U)","1847",,,,,,,,,,"Fort Dix (U)",,,,26290
"G3401850","1970","New Jersey","34",,,"Fort Lee","1850",,,,,,,,,,"Fort Lee",,,,30631
"G3401875","1970","New Jersey","34",,,"Franklin","1875",,,,,,,,,,"Franklin",,,,4236
"G3401885","1970","New Jersey","34",,,"Franklin Lakes","1885",,,,,,,,,,"Franklin Lakes",,,,7550
"G3401895","1970","New Jersey","34",,,"Freehold","1895",,,,,,,,,,"Freehold",,,,10545
"G3401910","1970","New Jersey","34",,,"Frenchtown","1910",,,,,,,,,,"Frenchtown",,,,1459
"G3401920","1970","New Jersey","34",,,"Garfield","1920",,,,,,,,,,"Garfield",,,,30722
"G3401925","1970","New Jersey","34",,,"Garwood","1925",,,,,,,,,,"Garwood",,,,5260
"G3401930","1970","New Jersey","34",,,"Gibbsboro","1930",,,,,,,,,,"Gibbsboro",,,,2634
"G3401940","1970","New Jersey","34",,,"Gilford Park (U)","1940",,,,,,,,,,"Gilford Park (U)",,,,4007
"G3401950","1970","New Jersey","34",,,"Glassboro","1950",,,,,,,,,,"Glassboro",,,,12938
"G3401955","1970","New Jersey","34",,,"Glen Gardner","1955",,,,,,,,,,"Glen Gardner",,,,874
"G3401960","1970","New Jersey","34",,,"Glen Ridge","1960",,,,,,,,,,"Glen Ridge",,,,8518
"G3401965","1970","New Jersey","34",,,"Glen Rock","1965",,,,,,,,,,"Glen Rock",,,,13011
"G3401970","1970","New Jersey","34",,,"Gloucester City","1970",,,,,,,,,,"Gloucester City",,,,14707
"G3402005","1970","New Jersey","34",,,"Guttenberg","2005",,,,,,,,,,"Guttenberg",,,,5754
"G3402010","1970","New Jersey","34",,,"Hackensack","2010",,,,,,,,,,"Hackensack",,,,35911
"G3402015","1970","New Jersey","34",,,"Hackettstown","2015",,,,,,,,,,"Hackettstown",,,,9472
"G3402025","1970","New Jersey","34",,,"Haddonfield","2025",,,,,,,,,,"Haddonfield",,,,13118
"G3402030","1970","New Jersey","34",,,"Haddon Heights","2030",,,,,,,,,,"Haddon Heights",,,,9365
"G3402040","1970","New Jersey","34",,,"Haledon","2040",,,,,,,,,,"Haledon",,,,6767
"G3402045","1970","New Jersey","34",,,"Hamburg","2045",,,,,,,,,,"Hamburg",,,,1820
"G3402065","1970","New Jersey","34",,,"Hammonton","2065",,,,,,,,,,"Hammonton",,,,11464
"G3402070","1970","New Jersey","34",,,"Hampton","2070",,,,,,,,,,"Hampton",,,,1386
"G3402105","1970","New Jersey","34",,,"Harrington Park","2105",,,,,,,,,,"Harrington Park",,,,4841
"G3402115","1970","New Jersey","34",,,"Harrison","2115",,,,,,,,,,"Harrison",,,,11811
"G3402120","1970","New Jersey","34",,,"Harvey Cedars","2120",,,,,,,,,,"Harvey Cedars",,,,314
"G3402125","1970","New Jersey","34",,,"Hasbrouck Heights","2125",,,,,,,,,,"Hasbrouck Heights",,,,13651
"G3402130","1970","New Jersey","34",,,"Haworth","2130",,,,,,,,,,"Haworth",,,,3760
"G3402135","1970","New Jersey","34",,,"Hawthorne","2135",,,,,,,,,,"Hawthorne",,,,19173
"G3402140","1970","New Jersey","34",,,"Helmetta","2140",,,,,,,,,,"Helmetta",,,,955
"G3402145","1970","New Jersey","34",,,"High Bridge","2145",,,,,,,,,,"High Bridge",,,,2606
"G3402150","1970","New Jersey","34",,,"Highland Park","2150",,,,,,,,,,"Highland Park",,,,14385
"G3402155","1970","New Jersey","34",,,"Highlands","2155",,,,,,,,,,"Highlands",,,,3916
"G3402160","1970","New Jersey","34",,,"Hightstown","2160",,,,,,,,,,"Hightstown",,,,5431
"G3402170","1970","New Jersey","34",,,"Hillsdale","2170",,,,,,,,,,"Hillsdale",,,,11768
"G3402180","1970","New Jersey","34",,,"Hi-Nella","2180",,,,,,,,,,"Hi-Nella",,,,1195
"G3402185","1970","New Jersey","34",,,"Hoboken","2185",,,,,,,,,,"Hoboken",,,,45380
"G3402190","1970","New Jersey","34",,,"Hohokus","2190",,,,,,,,,,"Hohokus",,,,4348
"G3402215","1970","New Jersey","34",,,"Hopatcong","2215",,,,,,,,,,"Hopatcong",,,,9052
"G3402230","1970","New Jersey","34",,,"Hopewell","2230",,,,,,,,,,"Hopewell",,,,2271
"G3402255","1970","New Jersey","34",,,"Interlaken","2255",,,,,,,,,,"Interlaken",,,,1182
"G3402265","1970","New Jersey","34",,,"Irvington","2265",,,,,,,,,,"Irvington",,,,59743
